TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,4.7290e+29,4.6382e+29,0.0000e+00,2.2900e+27,6.7900e+27,2.8615e+29,1.7767e+29,0.0000e+00,0.0000e+00,1.3300e+27,9.6000e+26,3.5500e+27,3.2400e+27,6.7800e+28,0.0000e+00,5.1120e+08,1.3628e+07,0.0000e+00,0.0000e+00,9.1328e+06,9.9725e+05,6.6625e+05,6.6622e+05,98.1,0.0,0.5,1.4,4.7252e+29,4.5685e+29,1.5120e+28,5.5000e+26,2.4894e+28,0.0000e+00,96.7,3.2,0.1
1,4.7298e+29,4.6392e+29,0.0000e+00,2.2800e+27,6.7800e+27,2.8497e+29,1.7895e+29,0.0000e+00,0.0000e+00,1.1600e+27,1.1200e+27,3.2300e+27,3.5500e+27,6.5540e+28,0.0000e+00,5.0854e+08,1.3852e+07,0.0000e+00,0.0000e+00,9.2674e+06,1.0176e+06,6.6622e+05,6.6612e+05,98.1,0.0,0.5,1.4,4.7323e+29,4.5789e+29,1.4940e+28,4.0000e+26,2.4887e+28,0.0000e+00,96.8,3.2,0.1
2,4.7066e+29,4.6122e+29,0.0000e+00,2.6500e+27,6.7900e+27,2.8360e+29,1.7762e+29,0.0000e+00,0.0000e+00,1.3500e+27,1.3000e+27,3.3500e+27,3.4400e+27,6.6430e+28,0.0000e+00,5.0594e+08,1.4109e+07,0.0000e+00,0.0000e+00,9.2746e+06,1.0579e+06,6.6611e+05,6.6595e+05,98.0,0.0,0.6,1.4,4.7054e+29,4.5512e+29,1.4910e+28,5.1000e+26,2.4871e+28,0.0000e+00,96.7,3.2,0.1
3,4.7635e+29,4.6715e+29,0.0000e+00,2.3900e+27,6.8100e+27,2.8809e+29,1.7906e+29,0.0000e+00,0.0000e+00,1.3600e+27,1.0300e+27,3.6100e+27,3.2000e+27,6.5010e+28,0.0000e+00,5.0104e+08,1.4271e+07,0.0000e+00,0.0000e+00,8.8977e+06,1.0324e+06,6.6595e+05,6.6572e+05,98.1,0.0,0.5,1.4,4.7631e+29,4.6039e+29,1.5200e+28,7.2000e+26,2.5031e+28,0.0000e+00,96.7,3.2,0.2
4,4.7555e+29,4.6654e+29,0.0000e+00,2.2300e+27,6.7800e+27,2.8439e+29,1.8215e+29,0.0000e+00,0.0000e+00,1.2200e+27,1.0100e+27,3.2200e+27,3.5600e+27,6.1750e+28,0.0000e+00,4.9760e+08,1.4321e+07,0.0000e+00,0.0000e+00,8.7442e+06,1.0411e+06,6.6572e+05,6.6543e+05,98.1,0.0,0.5,1.4,4.7479e+29,4.5986e+29,1.4310e+28,6.2000e+26,2.4818e+28,0.0000e+00,96.9,3.0,0.1
5,4.7647e+29,4.6708e+29,0.0000e+00,2.6100e+27,6.7800e+27,2.8610e+29,1.8098e+29,0.0000e+00,0.0000e+00,1.4100e+27,1.2000e+27,3.5100e+27,3.2700e+27,6.3820e+28,0.0000e+00,4.9271e+08,1.4368e+07,0.0000e+00,0.0000e+00,8.6241e+06,1.0159e+06,6.6542e+05,6.6507e+05,98.0,0.0,0.5,1.4,4.7719e+29,4.6185e+29,1.4830e+28,5.1000e+26,2.4779e+28,0.0000e+00,96.8,3.1,0.1
6,4.8293e+29,4.7394e+29,0.0000e+00,2.1800e+27,6.8100e+27,2.8982e+29,1.8412e+29,0.0000e+00,0.0000e+00,1.0800e+27,1.1000e+27,3.3800e+27,3.4300e+27,6.3170e+28,0.0000e+00,4.8855e+08,1.4661e+07,0.0000e+00,0.0000e+00,8.4660e+06,1.0523e+06,6.6506e+05,6.6464e+05,98.1,0.0,0.5,1.4,4.8281e+29,4.6737e+29,1.4930e+28,5.1000e+26,2.4915e+28,0.0000e+00,96.8,3.1,0.1
7,4.8286e+29,4.7362e+29,0.0000e+00,2.4900e+27,6.7500e+27,2.8567e+29,1.8795e+29,0.0000e+00,0.0000e+00,1.2900e+27,1.2000e+27,3.2800e+27,3.4700e+27,6.1460e+28,0.0000e+00,4.8406e+08,1.4868e+07,0.0000e+00,0.0000e+00,8.5514e+06,1.1151e+06,6.6464e+05,6.6415e+05,98.1,0.0,0.5,1.4,4.8251e+29,4.6686e+29,1.5250e+28,4.0000e+26,2.4680e+28,0.0000e+00,96.8,3.2,0.1
8,4.8448e+29,4.7537e+29,0.0000e+00,2.3000e+27,6.8100e+27,2.8697e+29,1.8840e+29,0.0000e+00,0.0000e+00,1.1100e+27,1.1900e+27,3.2400e+27,3.5700e+27,6.0800e+28,0.0000e+00,4.7996e+08,1.4974e+07,0.0000e+00,0.0000e+00,8.4084e+06,1.0810e+06,6.6415e+05,6.6359e+05,98.1,0.0,0.5,1.4,4.8431e+29,4.6880e+29,1.4840e+28,6.7000e+26,2.4800e+28,0.0000e+00,96.8,3.1,0.1
9,4.8406e+29,4.7464e+29,0.0000e+00,2.6200e+27,6.8000e+27,2.8646e+29,1.8818e+29,0.0000e+00,0.0000e+00,1.3500e+27,1.2700e+27,3.4400e+27,3.3600e+27,5.9030e+28,0.0000e+00,4.7473e+08,1.5070e+07,0.0000e+00,0.0000e+00,8.4589e+06,1.0766e+06,6.6359e+05,6.6297e+05,98.1,0.0,0.5,1.4,4.8416e+29,4.6857e+29,1.4890e+28,7.0000e+26,2.4731e+28,0.0000e+00,96.8,3.1,0.1
