Wavelength(nm) Intensity
5.89097364e+02 8.86645318e+03
5.89100659e+02 8.70779957e+03
5.89103954e+02 8.35647116e+03
5.89107249e+02 8.89040474e+03
5.89110544e+02 8.48589429e+03
5.89113839e+02 8.31437391e+03
5.89117135e+02 7.95931596e+03
5.89120430e+02 7.56070002e+03
5.89123725e+02 6.86099779e+03
5.89127020e+02 7.18917532e+03
5.89130315e+02 6.97002945e+03
5.89133610e+02 7.39771271e+03
5.89136905e+02 7.87079916e+03
5.89140200e+02 7.83779848e+03
5.89143496e+02 7.66780974e+03
5.89146791e+02 7.56661036e+03
5.89150086e+02 7.63103644e+03
5.89153381e+02 7.51644390e+03
5.89156676e+02 6.92474922e+03
5.89159971e+02 6.58550721e+03
5.89163266e+02 6.50124773e+03
5.89166561e+02 6.09422174e+03
5.89169856e+02 6.16654578e+03
5.89173152e+02 5.75029255e+03
5.89176447e+02 5.61973167e+03
5.89179742e+02 5.78977222e+03
5.89183037e+02 5.74478941e+03
5.89186332e+02 5.29532668e+03
5.89189627e+02 4.81940963e+03
5.89192922e+02 4.62394908e+03
5.89196217e+02 4.37229111e+03
5.89199513e+02 3.76788325e+03
5.89202808e+02 3.34726145e+03
5.89206103e+02 2.78046661e+03
5.89209398e+02 2.34395309e+03
5.89212693e+02 1.77265699e+03
5.89215988e+02 1.01102623e+03
5.89219283e+02 5.11086068e+02
5.89222578e+02 1.23076877e+03
5.89225873e+02 2.69086081e+03
5.89229169e+02 6.11631271e+03
5.89232464e+02 1.21845979e+04
5.89235759e+02 1.87857141e+04
5.89239054e+02 2.22219897e+04
5.89242349e+02 2.01831355e+04
5.89245644e+02 1.31795739e+04
5.89248939e+02 7.93300935e+03
5.89252234e+02 5.95557466e+03
5.89255530e+02 5.96422440e+03
5.89258825e+02 5.49939560e+03
5.89262120e+02 6.30702519e+03
5.89265415e+02 6.77153457e+03
5.89268710e+02 6.70374738e+03
5.89272005e+02 6.54957136e+03
5.89275300e+02 6.28302846e+03
5.89278595e+02 6.25660834e+03
5.89281890e+02 6.87408214e+03
5.89285186e+02 7.00962843e+03
5.89288481e+02 7.82693696e+03
5.89291776e+02 7.75903586e+03
5.89295071e+02 7.77564503e+03
5.89298366e+02 7.94965997e+03
5.89301661e+02 7.91530684e+03
5.89304956e+02 7.33714892e+03
5.89308251e+02 7.78113323e+03
