Wavelength(nm) Intensity
5.89097364e+02 9.40504615e+03
5.89100659e+02 9.64273805e+03
5.89103954e+02 9.37044608e+03
5.89107249e+02 9.54088166e+03
5.89110544e+02 9.18584421e+03
5.89113839e+02 8.98150765e+03
5.89117135e+02 8.79449847e+03
5.89120430e+02 8.78736496e+03
5.89123725e+02 7.89279097e+03
5.89127020e+02 7.81858611e+03
5.89130315e+02 8.20851377e+03
5.89133610e+02 8.64044341e+03
5.89136905e+02 8.53280914e+03
5.89140200e+02 8.74189344e+03
5.89143496e+02 8.90728604e+03
5.89146791e+02 8.51080739e+03
5.89150086e+02 8.30709887e+03
5.89153381e+02 8.01569223e+03
5.89156676e+02 7.80824142e+03
5.89159971e+02 7.59220443e+03
5.89163266e+02 7.25095805e+03
5.89166561e+02 6.68294556e+03
5.89169856e+02 6.65173264e+03
5.89173152e+02 6.82738749e+03
5.89176447e+02 6.33789554e+03
5.89179742e+02 6.40374844e+03
5.89183037e+02 6.37391169e+03
5.89186332e+02 6.18220910e+03
5.89189627e+02 5.27250498e+03
5.89192922e+02 5.20226177e+03
5.89196217e+02 4.70676358e+03
5.89199513e+02 4.13764588e+03
5.89202808e+02 3.70036514e+03
5.89206103e+02 3.11957032e+03
5.89209398e+02 2.74852954e+03
5.89212693e+02 1.89457422e+03
5.89215988e+02 1.18540674e+03
5.89219283e+02 1.19144457e+03
5.89222578e+02 1.42652099e+03
5.89225873e+02 3.22778612e+03
5.89229169e+02 6.83225315e+03
5.89232464e+02 1.39677349e+04
5.89235759e+02 2.08258243e+04
5.89239054e+02 2.45820017e+04
5.89242349e+02 2.21224056e+04
5.89245644e+02 1.42269110e+04
5.89248939e+02 8.63559712e+03
5.89252234e+02 6.74706370e+03
5.89255530e+02 6.49285395e+03
5.89258825e+02 6.48989247e+03
5.89262120e+02 7.04347094e+03
5.89265415e+02 7.23895969e+03
5.89268710e+02 7.17200451e+03
5.89272005e+02 6.92870251e+03
5.89275300e+02 7.05281318e+03
5.89278595e+02 7.16091231e+03
5.89281890e+02 7.77270311e+03
5.89285186e+02 7.84772417e+03
5.89288481e+02 8.17702729e+03
5.89291776e+02 8.96070589e+03
5.89295071e+02 8.69417984e+03
5.89298366e+02 8.57090261e+03
5.89301661e+02 8.93491602e+03
5.89304956e+02 8.78758411e+03
5.89308251e+02 8.48331983e+03
5.89311547e+02 8.55341909e+03
5.89314842e+02 8.47387053e+03
5.89318137e+02 7.96464161e+03
