Time_hours,TAA,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward
0.08333333333333333,0.0063963322958784374,1.022600000000032e+28,2.1639999999999541e+27,7.955000000000368e+27,5.700000000000001e+25,5.000000000000004e+25,4.078000000000181e+27,3.941000000000181e+27,1.3699999999999966e+26,0.0,2.5449610609151658e+26,0.0
3.861111111111111,1.0054067296525773,1.3853000000000654e+28,1.8409999999999732e+27,1.1915000000000682e+28,4.7e+25,5.000000000000004e+25,1.3985999999996983e+28,1.350099999999698e+28,4.780000000000028e+26,6.999999999999998e+24,2.544700684220594e+26,0.0
7.638888888888889,2.0043122961221798,1.278800000000059e+28,1.7069999999999808e+27,1.1001000000000607e+28,2.9999999999999988e+25,5.000000000000004e+25,1.293299999999801e+28,1.2493999999998008e+28,4.270000000000023e+26,1.1999999999999996e+25,2.543945660500727e+26,0.0
11.416666666666666,3.003011034237147,1.1971000000000532e+28,1.6389999999999847e+27,1.0233000000000547e+28,4.9e+25,5.000000000000004e+25,1.1837999999999067e+28,1.1457999999999066e+28,3.710000000000017e+26,8.999999999999997e+24,2.5427121185997536e+26,0.0
15.194444444444445,4.001397695617811,1.0828000000000459e+28,1.5279999999999914e+27,9.201000000000467e+27,4.9e+25,5.000000000000004e+25,1.124799999999965e+28,1.0887999999999647e+28,3.5400000000000154e+26,5.999999999999999e+24,2.5409566683657608e+26,0.0
19.0,5.006707809993202,1.0192000000000422e+28,1.4399999999999965e+27,8.675000000000425e+27,2.699999999999999e+25,5.000000000000004e+25,1.0334000000000578e+28,9.977000000000577e+27,3.520000000000015e+26,4.999999999999999e+24,2.5386961707267193e+26,0.0
22.77777777777778,6.00415924475783,9.463000000000371e+27,1.3919999999999993e+27,7.988000000000371e+27,3.2999999999999984e+25,5.000000000000004e+25,9.534000000000596e+27,9.195000000000596e+27,3.300000000000013e+26,8.999999999999997e+24,2.535965930023826e+26,0.0
26.555555555555557,7.000991690631906,8.930000000000336e+27,1.3340000000000027e+27,7.519000000000334e+27,2.699999999999999e+25,5.000000000000004e+25,8.867000000000548e+27,8.575000000000547e+27,2.870000000000009e+26,4.999999999999999e+24,2.532762573332259e+26,0.0
30.36111111111111,8.004424350988131,8.48700000000031e+27,1.260000000000007e+27,7.135000000000303e+27,4.2e+25,5.000000000000004e+25,8.560000000000525e+27,8.287000000000524e+27,2.690000000000007e+26,4e+24,2.5290261536119383e+26,0.0
34.166666666666664,9.007020526269116,8.048000000000274e+27,1.2890000000000055e+27,6.680000000000268e+27,2.9999999999999988e+25,4.9000000000000035e+25,8.113000000000492e+27,7.86100000000049e+27,2.490000000000005e+26,3e+24,2.5247955595329083e+26,0.0
