Time_hours,TAA,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward
4222.583333333333,0.0010959244020796177,8.030000000000012e+26,2.009999999999996e+26,5.4900000000000154e+26,3e+24,5.000000000000004e+25,8.13999999999994e+26,7.909999999999941e+26,2.1999999999999996e+25,1e+24,0.0,0.0
4226.361111111111,1.000143053492593,8.070000000000014e+26,1.909999999999996e+26,5.650000000000017e+26,1e+24,5.000000000000004e+25,7.799999999999964e+26,7.509999999999964e+26,2.8000000000000006e+25,1e+24,0.0,0.0
4230.166666666667,2.0064314968321924,8.080000000000012e+26,2.0799999999999968e+26,5.4900000000000154e+26,1e+24,5.000000000000004e+25,7.759999999999961e+26,7.549999999999962e+26,1.9999999999999993e+25,1e+24,0.0,0.0
4233.944444444444,3.005166021757532,7.790000000000011e+26,1.8699999999999957e+26,5.400000000000014e+26,2e+24,5.000000000000004e+25,7.559999999999975e+26,7.329999999999975e+26,2.3e+25,0.0,0.0,0.0
4237.722222222223,4.003589044860746,7.730000000000012e+26,1.7299999999999967e+26,5.4900000000000154e+26,1e+24,5.000000000000004e+25,7.879999999999958e+26,7.629999999999957e+26,2.5e+25,0.0,0.0,0.0
4241.5,5.001597584983756,7.420000000000008e+26,1.7999999999999963e+26,5.1100000000000115e+26,1e+24,5.000000000000004e+25,7.189999999999994e+26,6.979999999999995e+26,1.9999999999999993e+25,1e+24,0.0,0.0
4245.305555555556,6.006422088249792,7.470000000000008e+26,1.789999999999996e+26,5.170000000000012e+26,1e+24,5.000000000000004e+25,7.689999999999962e+26,7.529999999999963e+26,1.4999999999999994e+25,1e+24,0.0,0.0
4249.083333333333,7.003289860718496,7.56000000000001e+26,1.7999999999999963e+26,5.250000000000013e+26,1e+24,5.000000000000004e+25,7.579999999999971e+26,7.379999999999972e+26,1.9999999999999993e+25,0.0,0.0,0.0
4252.888888888889,8.006756879660315,7.440000000000008e+26,1.6899999999999966e+26,5.240000000000012e+26,1e+24,5.000000000000004e+25,7.339999999999991e+26,7.059999999999991e+26,2.7000000000000004e+25,1e+24,0.0,0.0
4256.666666666667,9.002073590414739,7.67000000000001e+26,1.849999999999996e+26,5.3100000000000135e+26,1e+24,5.000000000000004e+25,6.990000000000003e+26,6.850000000000003e+26,1.0999999999999996e+25,3e+24,0.0,0.0
4260.472222222223,10.003773717557806,7.46000000000001e+26,1.7399999999999968e+26,5.2100000000000125e+26,1e+24,5.000000000000004e+25,7.189999999999998e+26,6.929999999999998e+26,2.5e+25,1e+24,0.0,0.0
4264.277777777777,11.004434652387545,7.210000000000007e+26,1.7199999999999966e+26,4.99000000000001e+26,1e+24,4.9000000000000035e+25,7.279999999999988e+26,7.109999999999988e+26,1.4999999999999994e+25,2e+24,0.0,0.0
4268.083333333333,12.003955662471753,7.200000000000007e+26,1.729999999999997e+26,4.96000000000001e+26,1e+24,5.000000000000004e+25,7.389999999999981e+26,7.209999999999982e+26,1.4999999999999994e+25,3e+24,0.0,0.0
4271.888888888889,13.002235858194808,6.610000000000003e+26,1.5599999999999977e+26,4.5100000000000054e+26,4e+24,5.000000000000004e+25,7.030000000000005e+26,6.810000000000005e+26,2.0999999999999995e+25,1e+24,0.0,0.0
4275.722222222223,14.006450872287132,7.100000000000006e+26,1.7299999999999963e+26,4.860000000000009e+26,2e+24,4.9000000000000035e+25,6.810000000000011e+26,6.700000000000012e+26,9.999999999999997e+24,1e+24,0.0,0.0
4279.527777777777,15.001944185288949,6.660000000000003e+26,1.6299999999999974e+26,4.540000000000006e+26,0.0,4.9000000000000035e+25,7.539999999999978e+26,7.279999999999978e+26,1.7999999999999992e+25,7.999999999999998e+24,0.0,0.0
4283.361111111111,16.00315498289683,6.570000000000002e+26,1.669999999999997e+26,4.380000000000004e+26,3e+24,4.9000000000000035e+25,6.520000000000033e+26,6.330000000000034e+26,1.7999999999999992e+25,1e+24,0.0,0.0
4287.194444444444,17.00270960925377,6.590000000000005e+26,1.4899999999999983e+26,4.6100000000000064e+26,0.0,4.9000000000000035e+25,6.660000000000025e+26,6.470000000000025e+26,1.6999999999999993e+25,2e+24,0.0,0.0
4291.027777777777,18.000518189391187,6.470000000000002e+26,1.6399999999999978e+26,4.3400000000000037e+26,0.0,4.9000000000000035e+25,6.030000000000039e+26,5.840000000000039e+26,1.6999999999999993e+25,2e+24,0.0,0.0
4294.888888888889,19.003688829435532,6.400000000000003e+26,1.5099999999999982e+26,4.380000000000004e+26,2e+24,4.9000000000000035e+25,6.680000000000023e+26,6.520000000000022e+26,1.5999999999999993e+25,0.0,0.0,0.0
4298.75,20.00489761822655,6.410000000000001e+26,1.5999999999999977e+26,4.300000000000003e+26,2e+24,4.9000000000000035e+25,6.360000000000043e+26,6.180000000000042e+26,1.3999999999999994e+25,4e+24,0.0,0.0
4302.611111111111,21.004045584473033,6.03e+26,1.4399999999999985e+26,4.100000000000001e+26,0.0,4.9000000000000035e+25,6.300000000000041e+26,6.200000000000041e+26,8.999999999999997e+24,1e+24,0.0,0.0
4306.472222222223,22.001044425954433,5.849999999999998e+26,1.4599999999999984e+26,3.889999999999999e+26,1e+24,4.9000000000000035e+25,6.17000000000004e+26,5.96000000000004e+26,1.5999999999999993e+25,4.999999999999999e+24,0.0,0.0
4310.361111111111,23.00295261189831,5.4599999999999965e+26,1.5099999999999982e+26,3.469999999999998e+26,0.0,4.800000000000003e+25,5.8300000000000374e+26,5.670000000000037e+26,1.3999999999999994e+25,2e+24,0.0,0.0
4314.25,24.00249621018679,5.659999999999995e+26,1.6399999999999978e+26,3.519999999999997e+26,2e+24,4.800000000000003e+25,5.550000000000034e+26,5.370000000000034e+26,1.1999999999999996e+25,5.999999999999999e+24,0.0,0.0
4318.166666666667,25.006703898765636,5.269999999999996e+26,1.389999999999999e+26,3.389999999999997e+26,1e+24,4.800000000000003e+25,5.570000000000034e+26,5.360000000000034e+26,1.3999999999999994e+25,6.999999999999998e+24,0.0,0.0
