filename,cts2MR
MERCURY1_tr.totfib_sft-05,6.51669897e+24
MERCURY1_tr.totfib_sft005,6.53599638e+24
MERCURY1_tr.totfib_sft015,6.53944554e+24
MERCURY2_tr.totfib_sft-05,6.43707700e+24
MERCURY2_tr.totfib_sft005,6.43973469e+24
MERCURY2_tr.totfib_sft015,6.45956649e+24
MERCURY3_tr.totfib_sft-05,6.51309417e+24
MERCURY3_tr.totfib_sft005,6.53239543e+24
MERCURY3_tr.totfib_sft015,6.53584136e+24
MERCURY4_tr.totfib_sft-05,6.45191100e+24
MERCURY4_tr.totfib_sft005,6.47098584e+24
MERCURY4_tr.totfib_sft015,6.47433090e+24
MERCURY5_tr.totfib_sft-05,6.09705101e+24
MERCURY5_tr.totfib_sft005,6.11508199e+24
MERCURY5_tr.totfib_sft015,6.13385769e+24
MERCURY6_tr.totfib_sft-05,5.95850478e+24
MERCURY6_tr.totfib_sft005,5.96087576e+24
MERCURY6_tr.totfib_sft015,5.97945786e+24
MERCURY7_tr.totfib_sft-05,6.01296230e+24
MERCURY7_tr.totfib_sft005,6.03074893e+24
MERCURY7_tr.totfib_sft015,6.03377360e+24
MERCURY8_tr.totfib_sft-05,5.85604462e+24
MERCURY8_tr.totfib_sft005,5.85831321e+24
MERCURY8_tr.totfib_sft015,5.87650904e+24
MERCURY9_tr.totfib_sft-05,5.79709212e+24
MERCURY9_tr.totfib_sft005,5.81421668e+24
MERCURY9_tr.totfib_sft015,5.81733567e+24
MERCURY10_tr.totfib_sft-05,5.59590015e+24
MERCURY10_tr.totfib_sft005,5.61268812e+24
MERCURY10_tr.totfib_sft015,5.61545447e+24
MERCURY11_tr.totfib_sft-05,5.77063376e+24
MERCURY11_tr.totfib_sft005,5.78791414e+24
MERCURY11_tr.totfib_sft015,5.80556922e+24
MERCURY12_tr.totfib_sft-05,5.74986652e+24
MERCURY12_tr.totfib_sft005,5.75229458e+24
MERCURY12_tr.totfib_sft015,5.77010858e+24
