TAA_Bin,Band_Index,EffCos_Lo,EffCos_Hi,Gen_PSD_Dawn,Gen_TD_Dawn,Gen_PSD_Dusk,Gen_TD_Dusk,Stock_Dawn,Stock_Dusk,Step_Count
0,0,0.0000,0.0500,2.1800e+27,9.0000e+25,1.5600e+27,9.0000e+25,1.7092e+32,1.1541e+32,136
0,1,0.0500,0.1000,2.6400e+27,6.2000e+26,1.5800e+27,2.9000e+26,6.6675e+31,4.7305e+31,136
0,2,0.1000,0.2000,8.5200e+27,6.9800e+27,6.2000e+27,4.8000e+27,1.4395e+32,1.0191e+32,136
0,3,0.2000,0.3500,1.4850e+28,3.5570e+28,1.1160e+28,2.9840e+28,1.3615e+32,1.0098e+32,136
0,4,0.3500,0.5500,1.4450e+28,1.0893e+29,1.1160e+28,9.6760e+28,7.8537e+31,6.0268e+31,136
0,5,0.5500,1.0100,8.2500e+27,3.8457e+29,6.9200e+27,3.6274e+29,2.8027e+31,2.4535e+31,136
1,0,0.0000,0.0500,2.0800e+27,6.0000e+25,1.4400e+27,6.0000e+25,1.7111e+32,1.1558e+32,136
1,1,0.0500,0.1000,2.3700e+27,6.8000e+26,1.4500e+27,3.2000e+26,6.6703e+31,4.7336e+31,136
1,2,0.1000,0.2000,8.5700e+27,6.7200e+27,5.8200e+27,5.4100e+27,1.4395e+32,1.0200e+32,136
1,3,0.2000,0.3500,1.4280e+28,3.5730e+28,1.0870e+28,2.9710e+28,1.3577e+32,1.0085e+32,136
1,4,0.3500,0.5500,1.4320e+28,1.0788e+29,1.0710e+28,9.8450e+28,7.7932e+31,6.0075e+31,136
1,5,0.5500,1.0100,8.1600e+27,3.7202e+29,7.5700e+27,3.7126e+29,2.7793e+31,2.4568e+31,136
2,0,0.0000,0.0500,2.1800e+27,7.0000e+25,1.5500e+27,1.2000e+26,1.7131e+32,1.1575e+32,136
2,1,0.0500,0.1000,2.1400e+27,5.4000e+26,1.4100e+27,2.9000e+26,6.6742e+31,4.7367e+31,136
2,2,0.1000,0.2000,8.9100e+27,7.6200e+27,5.9900e+27,5.4300e+27,1.4400e+32,1.0208e+32,136
2,3,0.2000,0.3500,1.4280e+28,3.5080e+28,1.1430e+28,2.9420e+28,1.3542e+32,1.0071e+32,136
2,4,0.3500,0.5500,1.3540e+28,1.0545e+29,1.1260e+28,9.4730e+28,7.7354e+31,5.9843e+31,136
2,5,0.5500,1.0100,7.9400e+27,3.7654e+29,7.3300e+27,3.6932e+29,2.7573e+31,2.4420e+31,136
3,0,0.0000,0.0500,2.1100e+27,3.0000e+25,1.5000e+27,1.0000e+26,1.7277e+32,1.1675e+32,137
3,1,0.0500,0.1000,2.3000e+27,5.5000e+26,1.5400e+27,3.2000e+26,6.7295e+31,4.7742e+31,137
3,2,0.1000,0.2000,9.6700e+27,6.6900e+27,6.1500e+27,4.9000e+27,1.4511e+32,1.0292e+32,137
3,3,0.2000,0.3500,1.5170e+28,3.4890e+28,1.0770e+28,2.8460e+28,1.3621e+32,1.0133e+32,137
3,4,0.3500,0.5500,1.3570e+28,1.0640e+29,1.1480e+28,9.4940e+28,7.7348e+31,6.0035e+31,137
3,5,0.5500,1.0100,8.3300e+27,3.7481e+29,6.9000e+27,3.5894e+29,2.7566e+31,2.4371e+31,137
4,0,0.0000,0.0500,2.3700e+27,9.0000e+25,1.4300e+27,2.0000e+25,1.7171e+32,1.1604e+32,136
4,1,0.0500,0.1000,2.2100e+27,6.2000e+26,1.5100e+27,4.3000e+26,6.6865e+31,4.7407e+31,136
4,2,0.1000,0.2000,8.4900e+27,6.7700e+27,6.4200e+27,4.8100e+27,1.4403e+32,1.0227e+32,136
4,3,0.2000,0.3500,1.5100e+28,3.7230e+28,1.1100e+28,2.9030e+28,1.3633e+32,1.0039e+32,136
4,4,0.3500,0.5500,1.3480e+28,1.0363e+29,1.0780e+28,9.5300e+28,7.4907e+31,5.9321e+31,136
4,5,0.5500,1.0100,7.5200e+27,3.6715e+29,7.0500e+27,3.6591e+29,2.7122e+31,2.4020e+31,136
5,0,0.0000,0.0500,2.0700e+27,4.0000e+25,1.5300e+27,7.0000e+25,1.7191e+32,1.1614e+32,136
5,1,0.0500,0.1000,2.4000e+27,5.6000e+26,1.4700e+27,4.2000e+26,7.1365e+31,4.7469e+31,136
5,2,0.1000,0.2000,8.3500e+27,6.8500e+27,6.4500e+27,4.8200e+27,1.4043e+32,1.0234e+32,136
5,3,0.2000,0.3500,1.5140e+28,3.5390e+28,1.1200e+28,2.9020e+28,1.3632e+32,1.0023e+32,136
5,4,0.3500,0.5500,1.3540e+28,1.0086e+29,1.0430e+28,9.1210e+28,7.3383e+31,5.9032e+31,136
5,5,0.5500,1.0100,8.5100e+27,3.7790e+29,6.5400e+27,3.5894e+29,2.6992e+31,2.3809e+31,136
6,0,0.0000,0.0500,1.9300e+27,6.0000e+25,1.2600e+27,1.2000e+26,1.7340e+32,1.1712e+32,137
6,1,0.0500,0.1000,2.5900e+27,7.7000e+26,1.5300e+27,3.3000e+26,7.2437e+31,4.5608e+31,137
6,2,0.1000,0.2000,8.4300e+27,7.1000e+27,6.7400e+27,5.2500e+27,1.4404e+32,1.0542e+32,137
6,3,0.2000,0.3500,1.4820e+28,3.5950e+28,1.1360e+28,2.9340e+28,1.3399e+32,1.0087e+32,137
6,4,0.3500,0.5500,1.2890e+28,1.0429e+29,1.0730e+28,9.3900e+28,7.3461e+31,5.9100e+31,137
6,5,0.5500,1.0100,8.3000e+27,3.8017e+29,6.9100e+27,3.6207e+29,2.7061e+31,2.3811e+31,137
7,0,0.0000,0.0500,1.7200e+27,1.1000e+26,1.4000e+27,9.0000e+25,1.7235e+32,1.1644e+32,136
7,1,0.0500,0.1000,2.4900e+27,4.9000e+26,1.2400e+27,3.7000e+26,7.1965e+31,4.4480e+31,136
7,2,0.1000,0.2000,8.7700e+27,7.2400e+27,5.7300e+27,5.3100e+27,1.4307e+32,1.0559e+32,136
7,3,0.2000,0.3500,1.4290e+28,3.5270e+28,1.1620e+28,3.0310e+28,1.3281e+32,1.0001e+32,136
7,4,0.3500,0.5500,1.3400e+28,9.9860e+28,1.0420e+28,9.2420e+28,7.2432e+31,5.8374e+31,136
7,5,0.5500,1.0100,7.7300e+27,3.6668e+29,6.9000e+27,3.5946e+29,2.6650e+31,2.3557e+31,136
8,0,0.0000,0.0500,2.0300e+27,4.0000e+25,1.4500e+27,1.1000e+26,1.7382e+32,1.1661e+32,137
8,1,0.0500,0.1000,2.4500e+27,5.4000e+26,1.3900e+27,4.6000e+26,7.2552e+31,4.5671e+31,137
8,2,0.1000,0.2000,8.2800e+27,7.0000e+27,5.9700e+27,5.1700e+27,1.4414e+32,1.0643e+32,137
8,3,0.2000,0.3500,1.5500e+28,3.4220e+28,1.1580e+28,3.0900e+28,1.3347e+32,1.0071e+32,137
8,4,0.3500,0.5500,1.3390e+28,1.0047e+29,1.0520e+28,9.0860e+28,7.2582e+31,5.8529e+31,137
8,5,0.5500,1.0100,8.2000e+27,3.6334e+29,7.1200e+27,3.5409e+29,2.6699e+31,2.3684e+31,137
9,0,0.0000,0.0500,1.8700e+27,8.0000e+25,1.5100e+27,1.1000e+26,1.7402e+32,1.1299e+32,137
9,1,0.0500,0.1000,2.2800e+27,6.4000e+26,1.5000e+27,4.0000e+26,7.2591e+31,4.9460e+31,137
9,2,0.1000,0.2000,8.9500e+27,7.1600e+27,6.6100e+27,5.5300e+27,1.4564e+32,1.0649e+32,137
9,3,0.2000,0.3500,1.4320e+28,3.3040e+28,1.1380e+28,3.0700e+28,1.3167e+32,1.0070e+32,137
9,4,0.3500,0.5500,1.3250e+28,9.7110e+28,1.0990e+28,9.2000e+28,7.2186e+31,5.8233e+31,137
9,5,0.5500,1.0100,8.1100e+27,3.6766e+29,7.3100e+27,3.5827e+29,2.6642e+31,2.3554e+31,137
10,0,0.0000,0.0500,2.3700e+27,4.0000e+25,1.4400e+27,1.3000e+26,1.7422e+32,1.1163e+32,137
10,1,0.0500,0.1000,2.2000e+27,5.7000e+26,1.6800e+27,3.3000e+26,7.2635e+31,5.0993e+31,137
10,2,0.1000,0.2000,8.6700e+27,6.4500e+27,6.1500e+27,5.4100e+27,1.4842e+32,1.0657e+32,137
10,3,0.2000,0.3500,1.4960e+28,3.2960e+28,1.1130e+28,2.9990e+28,1.2857e+32,1.0064e+32,137
10,4,0.3500,0.5500,1.2660e+28,1.0072e+29,1.1400e+28,8.8290e+28,7.1805e+31,5.8098e+31,137
10,5,0.5500,1.0100,7.4800e+27,3.6513e+29,7.4500e+27,3.6268e+29,2.6551e+31,2.3529e+31,137
11,0,0.0000,0.0500,1.9300e+27,4.0000e+25,1.1500e+27,1.0000e+26,1.7442e+32,1.0904e+32,137
11,1,0.0500,0.1000,2.6800e+27,5.2000e+26,1.5900e+27,4.7000e+26,7.2675e+31,5.3751e+31,137
11,2,0.1000,0.2000,7.9200e+27,7.1300e+27,6.4100e+27,4.8200e+27,1.4837e+32,1.0664e+32,137
11,3,0.2000,0.3500,1.3550e+28,3.2590e+28,1.1220e+28,2.9810e+28,1.2834e+32,1.0051e+32,137
11,4,0.3500,0.5500,1.3330e+28,9.5580e+28,1.0440e+28,8.8390e+28,7.1535e+31,5.7856e+31,137
11,5,0.5500,1.0100,7.9300e+27,3.6502e+29,6.4000e+27,3.5179e+29,2.6469e+31,2.3405e+31,137
12,0,0.0000,0.0500,1.8700e+27,2.0000e+25,1.5300e+27,9.0000e+25,1.7463e+32,1.0874e+32,137
12,1,0.0500,0.1000,2.3000e+27,5.8000e+26,1.4700e+27,4.3000e+26,7.2713e+31,5.4248e+31,137
12,2,0.1000,0.2000,9.0100e+27,6.9800e+27,6.5300e+27,4.6800e+27,1.4841e+32,1.0671e+32,137
12,3,0.2000,0.3500,1.4090e+28,3.1110e+28,1.1200e+28,2.7970e+28,1.2799e+32,1.0033e+32,137
12,4,0.3500,0.5500,1.3300e+28,9.6680e+28,1.0510e+28,8.8380e+28,7.1221e+31,5.7606e+31,137
12,5,0.5500,1.0100,8.0900e+27,3.5574e+29,6.8000e+27,3.4915e+29,2.6391e+31,2.3237e+31,137
13,0,0.0000,0.0500,1.8800e+27,2.0000e+25,1.2100e+27,8.0000e+25,1.7485e+32,1.0872e+32,137
13,1,0.0500,0.1000,2.4400e+27,5.0000e+26,1.5900e+27,3.9000e+26,7.2702e+31,5.4420e+31,137
13,2,0.1000,0.2000,9.5600e+27,6.3100e+27,6.2200e+27,4.9800e+27,1.4839e+32,1.0680e+32,137
13,3,0.2000,0.3500,1.3920e+28,3.1860e+28,1.1230e+28,2.7370e+28,1.2767e+32,1.0016e+32,137
13,4,0.3500,0.5500,1.2310e+28,9.2150e+28,1.0460e+28,8.9920e+28,7.0679e+31,5.7296e+31,137
13,5,0.5500,1.0100,7.7100e+27,3.4663e+29,6.6000e+27,3.4986e+29,2.6253e+31,2.3094e+31,137
14,0,0.0000,0.0500,1.7100e+27,6.0000e+25,1.4100e+27,7.0000e+25,1.7632e+32,1.0659e+32,138
14,1,0.0500,0.1000,2.2700e+27,6.5000e+26,1.6800e+27,3.1000e+26,7.3250e+31,5.7919e+31,138
14,2,0.1000,0.2000,9.5100e+27,6.2800e+27,6.4100e+27,5.0700e+27,1.4940e+32,1.0758e+32,138
14,3,0.2000,0.3500,1.4700e+28,3.1700e+28,1.1550e+28,2.7430e+28,1.2837e+32,1.0071e+32,138
14,4,0.3500,0.5500,1.2600e+28,9.3470e+28,1.1070e+28,9.0640e+28,7.0709e+31,5.7500e+31,138
14,5,0.5500,1.0100,7.9800e+27,3.5370e+29,6.9900e+27,3.5148e+29,2.6338e+31,2.3289e+31,138
15,0,0.0000,0.0500,1.6400e+27,6.0000e+25,1.3700e+27,8.0000e+25,1.7653e+32,1.0668e+32,138
15,1,0.0500,0.1000,2.6000e+27,4.8000e+26,1.7300e+27,3.3000e+26,7.3257e+31,5.7969e+31,138
15,2,0.1000,0.2000,9.0400e+27,6.2500e+27,6.0400e+27,5.1800e+27,1.4936e+32,1.0514e+32,138
15,3,0.2000,0.3500,1.4240e+28,2.9680e+28,1.1670e+28,2.8090e+28,1.2818e+32,1.0315e+32,138
15,4,0.3500,0.5500,1.2150e+28,9.1890e+28,1.0580e+28,8.6830e+28,7.0352e+31,5.7263e+31,138
15,5,0.5500,1.0100,7.5000e+27,3.6057e+29,6.9200e+27,3.6058e+29,2.6330e+31,2.3344e+31,138
16,0,0.0000,0.0500,1.9100e+27,5.0000e+25,1.3200e+27,3.0000e+25,1.7674e+32,1.0677e+32,138
16,1,0.0500,0.1000,2.4300e+27,5.3000e+26,1.8000e+27,4.1000e+26,7.3277e+31,5.8022e+31,138
16,2,0.1000,0.2000,9.2200e+27,6.3300e+27,6.4600e+27,4.7500e+27,1.4930e+32,1.0482e+32,138
16,3,0.2000,0.3500,1.4190e+28,3.0740e+28,1.1690e+28,2.9280e+28,1.2787e+32,1.0338e+32,138
16,4,0.3500,0.5500,1.2640e+28,9.2740e+28,1.0490e+28,8.5780e+28,6.9996e+31,5.7096e+31,138
16,5,0.5500,1.0100,7.5700e+27,3.6136e+29,6.9400e+27,3.5802e+29,2.6288e+31,2.3418e+31,138
17,0,0.0000,0.0500,2.0400e+27,3.0000e+25,1.4000e+27,7.0000e+25,1.7695e+32,1.0685e+32,138
17,1,0.0500,0.1000,2.5400e+27,5.1000e+26,1.6700e+27,3.2000e+26,7.3339e+31,5.8099e+31,138
17,2,0.1000,0.2000,8.4100e+27,6.1300e+27,6.0300e+27,5.2700e+27,1.4926e+32,1.0488e+32,138
17,3,0.2000,0.3500,1.3940e+28,3.0010e+28,1.1330e+28,2.8160e+28,1.2758e+32,1.0323e+32,138
17,4,0.3500,0.5500,1.2530e+28,9.0760e+28,1.0110e+28,8.7380e+28,6.9726e+31,5.6896e+31,138
17,5,0.5500,1.0100,7.4300e+27,3.5558e+29,7.0300e+27,3.4583e+29,2.6269e+31,2.3271e+31,138
18,0,0.0000,0.0500,2.0900e+27,8.0000e+25,1.1200e+27,7.0000e+25,1.7843e+32,1.0773e+32,139
18,1,0.0500,0.1000,2.2100e+27,4.2000e+26,1.7200e+27,4.0000e+26,7.3895e+31,5.8603e+31,139
18,2,0.1000,0.2000,8.4300e+27,6.2500e+27,6.4300e+27,4.9000e+27,1.5033e+32,1.0570e+32,139
18,3,0.2000,0.3500,1.4240e+28,2.9740e+28,1.1600e+28,2.8890e+28,1.2820e+32,1.0379e+32,139
18,4,0.3500,0.5500,1.2660e+28,9.0630e+28,1.0450e+28,8.5890e+28,6.9909e+31,5.7116e+31,139
18,5,0.5500,1.0100,7.9000e+27,3.6035e+29,6.8800e+27,3.4559e+29,2.6472e+31,2.3435e+31,139
19,0,0.0000,0.0500,1.6200e+27,3.0000e+25,1.4200e+27,6.0000e+25,1.7858e+32,1.0505e+32,139
19,1,0.0500,0.1000,2.3600e+27,4.4000e+26,1.7700e+27,3.6000e+26,7.3901e+31,6.1421e+31,139
19,2,0.1000,0.2000,8.9300e+27,6.5800e+27,6.3600e+27,4.7400e+27,1.5030e+32,1.0579e+32,139
19,3,0.2000,0.3500,1.3790e+28,2.9110e+28,1.2180e+28,2.8400e+28,1.2786e+32,1.0371e+32,139
19,4,0.3500,0.5500,1.2020e+28,8.9660e+28,1.0620e+28,8.3420e+28,6.9677e+31,5.6866e+31,139
19,5,0.5500,1.0100,7.5900e+27,3.5868e+29,6.6000e+27,3.4338e+29,2.6524e+31,2.3360e+31,139
20,0,0.0000,0.0500,2.0200e+27,3.0000e+25,1.2300e+27,5.0000e+25,1.7878e+32,1.0471e+32,139
20,1,0.0500,0.1000,2.4700e+27,4.7000e+26,1.8600e+27,4.5000e+26,7.3904e+31,6.1906e+31,139
20,2,0.1000,0.2000,8.7000e+27,5.7800e+27,6.0500e+27,4.7900e+27,1.5030e+32,1.0581e+32,139
20,3,0.2000,0.3500,1.3340e+28,2.9820e+28,1.1290e+28,2.7920e+28,1.2762e+32,1.0364e+32,139
20,4,0.3500,0.5500,1.2370e+28,8.7860e+28,1.1040e+28,8.3040e+28,6.9378e+31,5.6587e+31,139
20,5,0.5500,1.0100,7.9000e+27,3.5315e+29,6.3500e+27,3.3378e+29,2.6435e+31,2.3194e+31,139
21,0,0.0000,0.0500,2.0200e+27,0.0000e+00,1.3900e+27,1.3000e+26,1.7900e+32,1.0480e+32,139
21,1,0.0500,0.1000,2.2700e+27,5.8000e+26,1.6300e+27,4.9000e+26,7.3895e+31,6.1994e+31,139
21,2,0.1000,0.2000,8.7800e+27,6.1800e+27,6.2200e+27,4.4700e+27,1.5028e+32,1.0583e+32,139
21,3,0.2000,0.3500,1.3550e+28,2.8140e+28,1.1800e+28,2.7300e+28,1.2730e+32,1.0354e+32,139
21,4,0.3500,0.5500,1.1890e+28,8.4640e+28,9.6000e+27,7.7790e+28,6.9077e+31,5.6352e+31,139
21,5,0.5500,1.0100,7.4200e+27,3.4817e+29,6.5200e+27,3.3891e+29,2.6354e+31,2.3147e+31,139
22,0,0.0000,0.0500,1.9900e+27,2.0000e+25,1.3300e+27,4.0000e+25,1.8050e+32,1.0565e+32,140
22,1,0.0500,0.1000,2.3900e+27,4.6000e+26,1.9700e+27,4.3000e+26,7.4454e+31,6.2515e+31,140
22,2,0.1000,0.2000,9.2600e+27,6.6400e+27,6.2900e+27,4.6900e+27,1.5142e+32,1.0662e+32,140
22,3,0.2000,0.3500,1.3090e+28,2.7210e+28,1.0940e+28,2.7040e+28,1.2785e+32,1.0412e+32,140
22,4,0.3500,0.5500,1.2730e+28,8.2410e+28,1.0770e+28,8.1010e+28,6.9203e+31,5.6570e+31,140
22,5,0.5500,1.0100,8.0400e+27,3.4091e+29,6.8200e+27,3.4077e+29,2.6544e+31,2.3362e+31,140
23,0,0.0000,0.0500,1.8500e+27,5.0000e+25,1.2600e+27,1.0000e+26,1.8068e+32,1.0575e+32,140
23,1,0.0500,0.1000,2.3400e+27,4.0000e+26,1.9200e+27,3.7000e+26,7.4488e+31,6.2556e+31,140
23,2,0.1000,0.2000,9.1000e+27,6.0400e+27,6.3400e+27,4.2900e+27,1.5148e+32,1.0667e+32,140
23,3,0.2000,0.3500,1.4050e+28,2.8390e+28,1.1750e+28,2.6410e+28,1.2756e+32,1.0402e+32,140
23,4,0.3500,0.5500,1.2330e+28,8.5940e+28,1.0380e+28,8.1110e+28,6.8883e+31,5.6429e+31,140
23,5,0.5500,1.0100,7.6700e+27,3.4164e+29,6.7500e+27,3.2720e+29,2.6459e+31,2.3372e+31,140
24,0,0.0000,0.0500,2.1100e+27,3.0000e+25,1.2200e+27,1.0000e+25,1.8087e+32,1.0583e+32,140
24,1,0.0500,0.1000,2.3500e+27,5.1000e+26,1.9000e+27,4.3000e+26,7.4516e+31,6.2604e+31,140
24,2,0.1000,0.2000,9.3100e+27,6.8200e+27,6.3800e+27,4.1400e+27,1.5481e+32,1.0672e+32,140
24,3,0.2000,0.3500,1.3330e+28,2.6570e+28,1.1440e+28,2.6940e+28,1.2404e+32,1.0401e+32,140
24,4,0.3500,0.5500,1.1870e+28,8.2270e+28,1.0000e+28,7.3750e+28,6.8659e+31,5.6181e+31,140
24,5,0.5500,1.0100,7.6000e+27,3.2941e+29,6.5400e+27,3.2396e+29,2.6411e+31,2.3316e+31,140
25,0,0.0000,0.0500,2.2100e+27,5.0000e+25,1.1200e+27,6.0000e+25,1.8238e+32,1.0670e+32,141
25,1,0.0500,0.1000,2.4600e+27,4.0000e+26,2.0200e+27,4.2000e+26,7.5101e+31,6.3096e+31,141
25,2,0.1000,0.2000,8.3700e+27,6.2800e+27,6.0300e+27,4.0600e+27,1.5603e+32,1.0750e+32,141
25,3,0.2000,0.3500,1.3510e+28,2.7190e+28,1.0580e+28,2.5210e+28,1.2449e+32,1.0457e+32,141
25,4,0.3500,0.5500,1.1920e+28,7.9590e+28,1.0400e+28,7.2900e+28,6.8836e+31,5.6338e+31,141
25,5,0.5500,1.0100,7.8900e+27,3.1882e+29,6.6600e+27,3.2286e+29,2.6419e+31,2.3495e+31,141
26,0,0.0000,0.0500,1.8600e+27,4.0000e+25,1.5000e+27,7.0000e+25,1.8255e+32,1.0677e+32,141
26,1,0.0500,0.1000,2.4400e+27,4.8000e+26,1.7600e+27,3.2000e+26,7.5126e+31,6.3160e+31,141
26,2,0.1000,0.2000,9.1100e+27,5.3500e+27,6.5500e+27,4.2100e+27,1.5498e+32,1.0750e+32,141
26,3,0.2000,0.3500,1.3430e+28,2.5620e+28,1.0980e+28,2.5110e+28,1.2511e+32,1.0433e+32,141
26,4,0.3500,0.5500,1.1960e+28,7.7370e+28,9.8800e+27,7.2810e+28,6.8476e+31,5.6031e+31,141
26,5,0.5500,1.0100,7.0600e+27,3.2970e+29,6.5700e+27,3.1781e+29,2.6379e+31,2.3426e+31,141
27,0,0.0000,0.0500,1.9000e+27,3.0000e+25,1.4800e+27,5.0000e+25,1.8403e+32,1.0762e+32,142
27,1,0.0500,0.1000,2.6300e+27,3.6000e+26,1.8000e+27,4.3000e+26,7.5673e+31,6.3671e+31,142
27,2,0.1000,0.2000,8.6900e+27,5.5700e+27,6.2200e+27,4.3100e+27,1.5342e+32,1.0830e+32,142
27,3,0.2000,0.3500,1.3610e+28,2.6630e+28,1.1060e+28,2.4720e+28,1.2818e+32,1.0496e+32,142
27,4,0.3500,0.5500,1.2170e+28,7.9680e+28,9.8500e+27,7.5770e+28,6.8630e+31,5.6189e+31,142
27,5,0.5500,1.0100,7.6200e+27,3.3041e+29,6.4600e+27,3.2722e+29,2.6689e+31,2.3638e+31,142
28,0,0.0000,0.0500,1.6500e+27,3.0000e+25,1.4400e+27,3.0000e+25,1.8420e+32,1.0772e+32,142
28,1,0.0500,0.1000,2.5900e+27,3.7000e+26,1.9300e+27,3.2000e+26,7.5671e+31,6.3717e+31,142
28,2,0.1000,0.2000,8.8400e+27,5.3000e+27,6.4400e+27,4.0100e+27,1.5334e+32,1.0833e+32,142
28,3,0.2000,0.3500,1.3620e+28,2.6960e+28,1.0910e+28,2.5190e+28,1.2789e+32,1.0485e+32,142
28,4,0.3500,0.5500,1.1530e+28,8.0490e+28,1.0720e+28,7.5880e+28,6.8400e+31,5.6050e+31,142
28,5,0.5500,1.0100,7.2000e+27,3.3513e+29,6.8200e+27,3.2308e+29,2.6796e+31,2.3798e+31,142
29,0,0.0000,0.0500,1.8200e+27,4.0000e+25,1.6000e+27,5.0000e+25,1.8441e+32,1.0779e+32,142
29,1,0.0500,0.1000,2.3600e+27,4.1000e+26,1.9100e+27,2.3000e+26,7.5700e+31,6.3776e+31,142
29,2,0.1000,0.2000,8.8500e+27,5.8500e+27,5.6800e+27,3.7100e+27,1.5328e+32,1.0833e+32,142
29,3,0.2000,0.3500,1.3300e+28,2.6560e+28,1.1200e+28,2.4200e+28,1.2762e+32,1.0482e+32,142
29,4,0.3500,0.5500,1.1650e+28,7.9570e+28,9.9500e+27,7.4220e+28,6.8250e+31,5.5970e+31,142
29,5,0.5500,1.0100,7.5800e+27,3.3045e+29,6.7100e+27,3.1134e+29,2.6901e+31,2.3789e+31,142
30,0,0.0000,0.0500,1.7900e+27,6.0000e+25,1.2700e+27,7.0000e+25,1.8592e+32,1.0864e+32,143
30,1,0.0500,0.1000,2.5500e+27,4.4000e+26,1.5800e+27,3.1000e+26,7.6259e+31,6.4283e+31,143
30,2,0.1000,0.2000,9.0000e+27,5.9900e+27,6.4100e+27,4.0000e+27,1.5432e+32,1.0912e+32,143
30,3,0.2000,0.3500,1.3810e+28,2.5720e+28,1.1510e+28,2.3700e+28,1.2825e+32,1.0528e+32,143
30,4,0.3500,0.5500,1.2080e+28,7.6270e+28,1.0090e+28,7.3250e+28,6.8564e+31,5.6274e+31,143
30,5,0.5500,1.0100,6.9100e+27,3.2426e+29,6.9500e+27,3.1412e+29,2.7053e+31,2.3907e+31,143
31,0,0.0000,0.0500,1.9200e+27,5.0000e+25,1.1200e+27,8.0000e+25,1.8615e+32,1.1150e+32,143
31,1,0.0500,0.1000,2.4000e+27,5.1000e+26,1.5600e+27,2.6000e+26,7.6268e+31,6.1510e+31,143
31,2,0.1000,0.2000,9.2800e+27,5.5100e+27,6.0900e+27,3.8200e+27,1.5431e+32,1.0914e+32,143
31,3,0.2000,0.3500,1.3480e+28,2.4880e+28,1.1430e+28,2.5360e+28,1.2795e+32,1.0523e+32,143
31,4,0.3500,0.5500,1.2230e+28,7.9960e+28,1.0060e+28,7.2710e+28,6.8476e+31,5.6207e+31,143
31,5,0.5500,1.0100,7.3800e+27,3.1769e+29,6.6000e+27,3.1943e+29,2.7013e+31,2.3952e+31,143
32,0,0.0000,0.0500,1.8500e+27,4.0000e+25,1.2400e+27,3.0000e+25,1.8765e+32,1.1291e+32,144
32,1,0.0500,0.1000,2.4500e+27,4.3000e+26,1.7600e+27,2.2000e+26,7.6804e+31,6.1404e+31,144
32,2,0.1000,0.2000,9.2500e+27,5.5700e+27,6.2900e+27,3.4100e+27,1.5535e+32,1.0989e+32,144
32,3,0.2000,0.3500,1.3910e+28,2.4780e+28,1.1480e+28,2.3370e+28,1.2854e+32,1.0595e+32,144
32,4,0.3500,0.5500,1.1420e+28,7.4540e+28,1.0010e+28,7.3270e+28,6.8747e+31,5.6573e+31,144
32,5,0.5500,1.0100,7.2600e+27,3.0828e+29,7.1400e+27,3.0720e+29,2.7062e+31,2.4143e+31,144
33,0,0.0000,0.0500,2.0100e+27,3.0000e+25,1.3200e+27,2.0000e+25,1.8785e+32,1.1300e+32,144
33,1,0.0500,0.1000,2.4500e+27,4.9000e+26,1.7600e+27,3.2000e+26,7.6836e+31,6.1412e+31,144
