TAA_Bin,Band_Index,EffCos_Lo,EffCos_Hi,Gen_PSD_Dawn,Gen_TD_Dawn,Gen_PSD_Dusk,Gen_TD_Dusk,Stock_Dawn,Stock_Dusk,Step_Count
0,0,0.0000,0.0500,5.3000e+27,0.0000e+00,3.7200e+27,0.0000e+00,4.1476e+32,2.7580e+32,136
0,1,0.0500,0.1000,5.1100e+27,0.0000e+00,3.2800e+27,0.0000e+00,1.4820e+32,1.0094e+32,136
0,2,0.1000,0.2000,1.9440e+28,0.0000e+00,1.3160e+28,0.0000e+00,3.1993e+32,2.1533e+32,136
0,3,0.2000,0.3500,3.2480e+28,0.0000e+00,2.4310e+28,0.0000e+00,2.9558e+32,2.1097e+32,136
0,4,0.3500,0.5500,4.4820e+28,0.0000e+00,3.5190e+28,0.0000e+00,2.3804e+32,1.8301e+32,136
0,5,0.5500,1.0100,9.6630e+28,0.0000e+00,9.1600e+28,0.0000e+00,2.9637e+32,2.7422e+32,136
1,0,0.0000,0.0500,5.3200e+27,0.0000e+00,3.6800e+27,0.0000e+00,4.1497e+32,2.7596e+32,136
1,1,0.0500,0.1000,4.8500e+27,0.0000e+00,3.1000e+27,0.0000e+00,1.4809e+32,1.0089e+32,136
1,2,0.1000,0.2000,1.8340e+28,0.0000e+00,1.3220e+28,0.0000e+00,3.1945e+32,2.1509e+32,136
1,3,0.2000,0.3500,3.3380e+28,0.0000e+00,2.2940e+28,0.0000e+00,2.9498e+32,2.1058e+32,136
1,4,0.3500,0.5500,4.3900e+28,0.0000e+00,3.4280e+28,0.0000e+00,2.3772e+32,1.8286e+32,136
1,5,0.5500,1.0100,9.6050e+28,0.0000e+00,9.2180e+28,0.0000e+00,2.9689e+32,2.7486e+32,136
2,0,0.0000,0.0500,4.8900e+27,0.0000e+00,3.7000e+27,0.0000e+00,4.1523e+32,2.7613e+32,136
2,1,0.0500,0.1000,4.6200e+27,0.0000e+00,3.1400e+27,0.0000e+00,1.4794e+32,1.0085e+32,136
2,2,0.1000,0.2000,1.8910e+28,0.0000e+00,1.2810e+28,0.0000e+00,3.1900e+32,2.1482e+32,136
2,3,0.2000,0.3500,3.3350e+28,0.0000e+00,2.3550e+28,0.0000e+00,2.9429e+32,2.1030e+32,136
2,4,0.3500,0.5500,4.4530e+28,0.0000e+00,3.5940e+28,0.0000e+00,2.3730e+32,1.8272e+32,136
2,5,0.5500,1.0100,9.7960e+28,0.0000e+00,9.2750e+28,0.0000e+00,2.9733e+32,2.7560e+32,136
3,0,0.0000,0.0500,4.8500e+27,0.0000e+00,3.5600e+27,0.0000e+00,4.1849e+32,2.7831e+32,137
3,1,0.0500,0.1000,4.9000e+27,0.0000e+00,3.3600e+27,0.0000e+00,1.4886e+32,1.0152e+32,137
3,2,0.1000,0.2000,1.8710e+28,0.0000e+00,1.2650e+28,0.0000e+00,3.2090e+32,2.1615e+32,137
3,3,0.2000,0.3500,3.3260e+28,0.0000e+00,2.3620e+28,0.0000e+00,2.9574e+32,2.1158e+32,137
3,4,0.3500,0.5500,4.4910e+28,0.0000e+00,3.4860e+28,0.0000e+00,2.3856e+32,1.8399e+32,137
3,5,0.5500,1.0100,9.8980e+28,0.0000e+00,9.2040e+28,0.0000e+00,3.0021e+32,2.7832e+32,137
4,0,0.0000,0.0500,5.1500e+27,0.0000e+00,3.6700e+27,0.0000e+00,4.1564e+32,2.7648e+32,136
4,1,0.0500,0.1000,5.0000e+27,0.0000e+00,3.4900e+27,0.0000e+00,1.4765e+32,1.0075e+32,136
4,2,0.1000,0.2000,1.8860e+28,0.0000e+00,1.3620e+28,0.0000e+00,3.1814e+32,2.1435e+32,136
4,3,0.2000,0.3500,3.2800e+28,0.0000e+00,2.4730e+28,0.0000e+00,2.9683e+32,2.0967e+32,136
4,4,0.3500,0.5500,4.3750e+28,0.0000e+00,3.5740e+28,0.0000e+00,2.3271e+32,1.8257e+32,136
4,5,0.5500,1.0100,9.8490e+28,0.0000e+00,9.1290e+28,0.0000e+00,2.9867e+32,2.7688e+32,136
5,0,0.0000,0.0500,5.1100e+27,0.0000e+00,3.4700e+27,0.0000e+00,4.1586e+32,2.7666e+32,136
5,1,0.0500,0.1000,5.4900e+27,0.0000e+00,3.4100e+27,0.0000e+00,1.5824e+32,1.0069e+32,136
5,2,0.1000,0.2000,1.8560e+28,0.0000e+00,1.2580e+28,0.0000e+00,3.0874e+32,2.1414e+32,136
5,3,0.2000,0.3500,3.2920e+28,0.0000e+00,2.3820e+28,0.0000e+00,2.9745e+32,2.0939e+32,136
5,4,0.3500,0.5500,4.3220e+28,0.0000e+00,3.5730e+28,0.0000e+00,2.2942e+32,1.8258e+32,136
5,5,0.5500,1.0100,9.7630e+28,0.0000e+00,9.2410e+28,0.0000e+00,2.9921e+32,2.7749e+32,136
6,0,0.0000,0.0500,5.0900e+27,0.0000e+00,3.8000e+27,0.0000e+00,4.1913e+32,2.7885e+32,137
