Time_hours,TAA,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward
0.08333333333333333,0.0063963322958784374,8.202000000000356e+27,2.8799999999999922e+26,7.802000000000356e+27,6.200000000000002e+25,5.000000000000004e+25,3.599000000000145e+27,3.483000000000145e+27,1.159999999999998e+26,0.0,0.0,0.0
3.861111111111111,1.0054067296525773,6.719000000000239e+27,2.809999999999993e+26,6.33000000000024e+27,5.8000000000000015e+25,5.000000000000004e+25,6.964000000000401e+27,6.7180000000004e+27,2.3300000000000035e+26,1.2999999999999995e+25,0.0,0.0
7.638888888888889,2.0043122961221798,5.211000000000125e+27,2.369999999999996e+26,4.8820000000001257e+27,4.199999999999999e+25,5.000000000000004e+25,5.26100000000027e+27,5.083000000000271e+27,1.709999999999997e+26,6.999999999999998e+24,0.0,0.0
11.416666666666666,3.003011034237147,4.310000000000053e+27,2.459999999999995e+26,3.9670000000000535e+27,4.7e+25,5.000000000000004e+25,4.2280000000001907e+27,4.065000000000191e+27,1.5599999999999956e+26,6.999999999999998e+24,0.0,0.0
15.194444444444445,4.001397695617811,3.8000000000000134e+27,2.489999999999995e+26,3.463000000000014e+27,3.799999999999999e+25,5.000000000000004e+25,3.81000000000016e+27,3.67200000000016e+27,1.309999999999997e+26,6.999999999999998e+24,0.0,0.0
19.0,5.006707809993202,3.429999999999984e+27,2.4099999999999957e+26,3.0929999999999846e+27,4.6e+25,5.000000000000004e+25,3.493000000000136e+27,3.370000000000136e+27,1.1299999999999983e+26,9.999999999999997e+24,0.0,0.0
22.77777777777778,6.00415924475783,3.1409999999999625e+27,2.3499999999999958e+26,2.8159999999999627e+27,3.9999999999999995e+25,5.000000000000004e+25,3.2410000000001166e+27,3.129000000000117e+27,1.0099999999999991e+26,1.0999999999999996e+25,0.0,0.0
26.555555555555557,7.000991690631906,2.955999999999947e+27,2.4199999999999954e+26,2.619999999999947e+27,4.399999999999999e+25,5.000000000000004e+25,2.8660000000000887e+27,2.769000000000089e+27,9.299999999999997e+25,4e+24,0.0,0.0
30.36111111111111,8.004424350988131,2.761999999999938e+27,2.2899999999999965e+26,2.439999999999938e+27,4.299999999999999e+25,5.000000000000004e+25,2.8170000000000854e+27,2.7290000000000856e+27,7.700000000000008e+25,1.0999999999999996e+25,0.0,0.0
34.166666666666664,9.007020526269116,2.5979999999999477e+27,2.2799999999999964e+26,2.2769999999999477e+27,4.399999999999999e+25,4.9000000000000035e+25,2.607000000000068e+27,2.5120000000000685e+27,8.8e+25,6.999999999999998e+24,0.0,0.0
37.94444444444444,10.001372027937805,2.4379999999999554e+27,2.1399999999999974e+26,2.1419999999999554e+27,3.1999999999999987e+25,5.000000000000004e+25,2.439000000000056e+27,2.355000000000056e+27,8.000000000000006e+25,4e+24,0.0,0.0
41.75,11.001998503818072,2.3679999999999592e+27,2.0799999999999978e+26,2.0739999999999594e+27,3.599999999999999e+25,5.000000000000004e+25,2.325000000000047e+27,2.2430000000000472e+27,8.000000000000006e+25,2e+24,0.0,0.0
45.55555555555556,12.00148566371746,2.242999999999966e+27,2.029999999999998e+26,1.9609999999999662e+27,2.9999999999999988e+25,4.9000000000000035e+25,2.288000000000044e+27,2.201000000000044e+27,7.700000000000008e+25,9.999999999999997e+24,0.0,0.0
49.388888888888886,13.007015307037705,2.154999999999971e+27,1.9899999999999983e+26,1.8709999999999712e+27,3.599999999999999e+25,4.9000000000000035e+25,2.23200000000004e+27,2.15200000000004e+27,6.900000000000007e+25,1.0999999999999996e+25,0.0,0.0
53.19444444444444,14.003912690712127,2.062999999999976e+27,1.8399999999999995e+26,1.7879999999999762e+27,4.199999999999999e+25,4.9000000000000035e+25,2.0530000000000256e+27,1.9710000000000258e+27,7.600000000000008e+25,5.999999999999999e+24,0.0,0.0
57.02777777777778,15.006635815483037,1.9999999999999789e+27,1.75e+26,1.7439999999999787e+27,3.1999999999999987e+25,4.9000000000000035e+25,1.992000000000023e+27,1.935000000000023e+27,5.200000000000004e+25,4.999999999999999e+24,0.0,0.0
60.833333333333336,16.000551681933644,1.9289999999999845e+27,2.029999999999998e+26,1.6389999999999847e+27,3.699999999999999e+25,5.000000000000004e+25,1.835000000000011e+27,1.783000000000011e+27,5.000000000000004e+25,2e+24,0.0,0.0
64.66666666666667,17.000076776924118,1.7959999999999905e+27,1.7100000000000002e+26,1.5389999999999906e+27,3.699999999999999e+25,4.9000000000000035e+25,1.8020000000000083e+27,1.7480000000000082e+27,5.100000000000004e+25,3e+24,0.0,0.0
68.52777777777777,18.00507362602292,1.7159999999999952e+27,1.77e+26,1.4589999999999953e+27,3.099999999999999e+25,4.9000000000000035e+25,1.6869999999999981e+27,1.6219999999999982e+27,5.900000000000005e+25,5.999999999999999e+24,0.0,0.0
72.36111111111111,19.000992490269994,1.6689999999999978e+27,1.8299999999999994e+26,1.416999999999998e+27,1.9999999999999993e+25,4.9000000000000035e+25,1.6609999999999958e+27,1.5909999999999958e+27,5.300000000000004e+25,1.6999999999999993e+25,0.0,0.0
76.22222222222223,20.002168067657692,1.5840000000000032e+27,1.8599999999999994e+26,1.3250000000000034e+27,2.399999999999999e+25,4.9000000000000035e+25,1.5829999999999913e+27,1.531999999999991e+27,4.3000000000000026e+25,7.999999999999998e+24,0.0,0.0
