TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
147,2.3997e+29,5.4592e+28,1.6991e+29,8.3960e+27,7.0660e+27,5.1817e+28,2.7750e+27,1.5956e+29,1.0355e+28,7.4760e+27,9.2000e+26,3.5460e+27,3.5200e+27,22.7,70.8,3.5,2.9,2.3994e+29,2.3492e+29,2.6710e+27,2.3550e+27,0.0000e+00,0.0000e+00,97.9,1.1,1.0
148,2.4869e+29,5.5991e+28,1.7440e+29,1.1253e+28,7.0480e+27,5.2587e+28,3.4040e+27,1.6072e+29,1.3678e+28,1.0180e+28,1.0730e+27,3.4890e+27,3.5590e+27,22.5,70.1,4.5,2.8,2.4829e+29,2.4258e+29,2.9370e+27,2.7740e+27,0.0000e+00,0.0000e+00,97.7,1.2,1.1
149,2.5374e+29,5.6245e+28,1.7932e+29,1.1133e+28,7.0490e+27,5.2752e+28,3.4930e+27,1.6550e+29,1.3821e+28,1.0091e+28,1.0420e+27,3.4800e+27,3.5690e+27,22.2,70.7,4.4,2.8,2.5384e+29,2.4809e+29,2.8960e+27,2.8580e+27,0.0000e+00,0.0000e+00,97.7,1.1,1.1
150,2.5983e+29,5.6699e+28,1.8519e+29,1.0909e+28,7.0380e+27,5.3293e+28,3.4060e+27,1.7107e+29,1.4120e+28,9.8200e+27,1.0890e+27,3.4730e+27,3.5650e+27,21.8,71.3,4.2,2.7,2.5977e+29,2.5397e+29,3.0020e+27,2.8040e+27,0.0000e+00,0.0000e+00,97.8,1.2,1.1
151,2.6425e+29,5.8156e+28,1.8821e+29,1.0825e+28,7.0590e+27,5.4693e+28,3.4630e+27,1.7414e+29,1.4075e+28,9.6640e+27,1.1610e+27,3.4770e+27,3.5820e+27,22.0,71.2,4.1,2.7,2.6410e+29,2.5844e+29,2.9950e+27,2.6740e+27,0.0000e+00,0.0000e+00,97.9,1.1,1.0
152,2.7046e+29,5.8935e+28,1.9289e+29,1.1574e+28,7.0580e+27,5.5087e+28,3.8480e+27,1.7718e+29,1.5711e+28,1.0300e+28,1.2740e+27,3.5370e+27,3.5210e+27,21.8,71.3,4.3,2.6,2.7023e+29,2.6448e+29,3.0870e+27,2.6600e+27,0.0000e+00,0.0000e+00,97.9,1.1,1.0
153,2.7870e+29,5.9847e+28,1.9854e+29,1.3257e+28,7.0520e+27,5.5303e+28,4.5440e+27,1.7965e+29,1.8892e+28,1.1827e+28,1.4300e+27,3.5680e+27,3.4840e+27,21.5,71.2,4.8,2.5,2.7845e+29,2.7195e+29,3.4320e+27,3.0720e+27,0.0000e+00,0.0000e+00,97.7,1.2,1.1
154,2.8417e+29,6.0033e+28,2.0388e+29,1.3178e+28,7.0840e+27,5.5559e+28,4.4740e+27,1.8525e+29,1.8629e+28,1.1673e+28,1.5050e+27,3.6930e+27,3.3910e+27,21.1,71.7,4.6,2.5,2.8418e+29,2.7789e+29,3.2370e+27,3.0540e+27,0.0000e+00,0.0000e+00,97.8,1.1,1.1
155,2.8801e+29,6.1126e+28,2.0663e+29,1.3199e+28,7.0460e+27,5.6620e+28,4.5060e+27,1.8781e+29,1.8828e+28,1.1679e+28,1.5200e+27,3.5080e+27,3.5380e+27,21.2,71.7,4.6,2.4,2.8795e+29,2.8169e+29,3.3390e+27,2.9260e+27,0.0000e+00,0.0000e+00,97.8,1.2,1.0
156,2.9472e+29,6.2482e+28,2.1226e+29,1.2905e+28,7.0770e+27,5.7735e+28,4.7470e+27,1.9296e+29,1.9296e+28,1.1346e+28,1.5590e+27,3.5400e+27,3.5370e+27,21.2,72.0,4.4,2.4,2.9467e+29,2.8824e+29,3.5050e+27,2.9210e+27,0.0000e+00,0.0000e+00,97.8,1.2,1.0
