# Wavelength Flux(MR)
5.89097364e+02 -1.38579211e+27
5.89100659e+02 -2.24016538e+27
5.89103954e+02 -1.98123719e+27
5.89107249e+02 -3.12784772e+26
5.89110544e+02 -9.17963525e+26
5.89113839e+02 1.32941371e+26
5.89117135e+02 -6.44948659e+26
5.89120430e+02 -9.52426064e+26
5.89123725e+02 -3.33411075e+27
5.89127020e+02 -2.76061389e+27
5.89130315e+02 -1.40298342e+26
5.89133610e+02 -1.20597618e+26
5.89136905e+02 3.09985469e+27
5.89140200e+02 1.30141782e+27
5.89143496e+02 1.38783577e+27
5.89146791e+02 3.68612738e+26
5.89150086e+02 4.58054533e+26
5.89153381e+02 2.02216559e+26
5.89156676e+02 2.57988497e+27
5.89159971e+02 1.45949287e+27
5.89163266e+02 -1.49395924e+27
5.89166561e+02 -1.37172335e+27
5.89169856e+02 -8.26221520e+26
5.89173152e+02 -1.59058203e+27
5.89176447e+02 -7.67965587e+25
5.89179742e+02 1.50476829e+27
5.89183037e+02 -3.52260608e+26
5.89186332e+02 1.59993376e+27
5.89189627e+02 1.08191056e+27
5.89192922e+02 -8.22380931e+26
5.89196217e+02 -1.14458898e+27
5.89199513e+02 -3.39769772e+27
5.89202808e+02 -3.43823232e+27
5.89206103e+02 -1.88546120e+27
5.89209398e+02 2.14729199e+27
5.89212693e+02 1.02146759e+28
5.89215988e+02 2.86556231e+28
5.89219283e+02 5.70451098e+28
5.89222578e+02 8.01723518e+28
5.89225873e+02 7.61851031e+28
5.89229169e+02 4.95329414e+28
5.89232464e+02 1.66510377e+28
5.89235759e+02 1.35491299e+27
5.89239054e+02 2.33147592e+27
5.89242349e+02 -2.37636883e+26
5.89245644e+02 1.56356610e+27
5.89248939e+02 1.72593644e+27
5.89252234e+02 -1.33303018e+27
5.89255530e+02 -1.45744482e+26
5.89258825e+02 -5.66064565e+25
5.89262120e+02 -8.11548824e+26
5.89265415e+02 -5.65462504e+26
5.89268710e+02 2.56454615e+26
5.89272005e+02 -1.46684395e+27
5.89275300e+02 -2.33921825e+27
5.89278595e+02 -3.03421541e+27
5.89281890e+02 -2.89070862e+27
5.89285186e+02 -1.95269740e+26
5.89288481e+02 1.20864841e+27
5.89291776e+02 3.44705913e+26
5.89295071e+02 -4.51310109e+26
5.89298366e+02 2.15810091e+27
5.89301661e+02 1.77339170e+26
5.89304956e+02 1.49679616e+27
5.89308251e+02 1.76368561e+27
5.89311547e+02 -7.23129839e+24
5.89314842e+02 1.41418855e+27
5.89318137e+02 1.38944183e+27
5.89321432e+02 -7.86804482e+26
5.89324727e+02 7.28364101e+25
5.89328022e+02 -3.06273992e+26
5.89331317e+02 -1.87169442e+27
5.89334612e+02 -1.34668193e+27
5.89337907e+02 1.53766520e+27
5.89341203e+02 3.23602754e+27
5.89344498e+02 3.20884064e+27
5.89347793e+02 2.65535874e+27
5.89351088e+02 -4.67888004e+26
5.89354383e+02 7.35220218e+26
5.89357678e+02 -1.42185902e+26
5.89360973e+02 -2.29103868e+25
5.89364268e+02 -1.44246016e+27
5.89367564e+02 -1.65576531e+27
5.89370859e+02 -8.51845106e+26
5.89374154e+02 5.78293815e+26
5.89377449e+02 -2.43211245e+27
5.89380744e+02 -6.80247639e+26
5.89384039e+02 4.37736181e+26
5.89387334e+02 -2.66081956e+26
5.89390629e+02 1.18358064e+27
5.89393924e+02 -2.20512982e+26
5.89397220e+02 -7.13644603e+26
5.89400515e+02 -1.53997049e+27
5.89403810e+02 -2.09072610e+27
5.89407105e+02 -1.78527122e+27
5.89410400e+02 3.37092223e+26
5.89413695e+02 2.01722816e+27
5.89416990e+02 1.01408407e+26
5.89420285e+02 -9.90943078e+26
5.89423581e+02 1.41705344e+27
5.89426876e+02 1.27981251e+27
5.89430171e+02 -1.19904863e+27
5.89433466e+02 -6.34429607e+26
5.89436761e+02 -3.57271052e+26
5.89440056e+02 -1.63577617e+27
5.89443351e+02 -1.64255313e+26
5.89446646e+02 -1.31922605e+27
5.89449941e+02 -3.12052633e+27
5.89453237e+02 1.62317160e+26
5.89456532e+02 1.09599088e+27
5.89459827e+02 3.06912766e+26
5.89463122e+02 -7.77728133e+26
5.89466417e+02 -6.74912827e+26
5.89469712e+02 -1.04112879e+27
5.89473007e+02 5.37496588e+26
5.89476302e+02 8.54226673e+26
5.89479598e+02 1.22539464e+26
5.89482893e+02 -1.16914113e+27
5.89486188e+02 -8.40236604e+26
5.89489483e+02 -2.83768802e+27
5.89492778e+02 -4.06287697e+27
5.89496073e+02 -3.92519228e+27
5.89499368e+02 -5.07765074e+27
5.89502663e+02 -3.12305149e+27
5.89505959e+02 -1.58179240e+27
5.89509254e+02 8.20669500e+26
5.89512549e+02 -9.35438539e+26
5.89515844e+02 -2.78664016e+26
5.89519139e+02 9.93867351e+26
5.89522434e+02 1.87105996e+27
5.89525729e+02 1.85769653e+27
5.89529024e+02 1.05391258e+27
5.89532319e+02 7.65891042e+26
5.89535615e+02 -1.37318473e+27
5.89538910e+02 6.75619108e+26
5.89542205e+02 -3.63774261e+25
5.89545500e+02 -1.66070506e+27
5.89548795e+02 -2.03708195e+27
5.89552090e+02 -4.26314434e+27
5.89555385e+02 -1.76839266e+27
5.89558680e+02 -1.52565529e+27
5.89561976e+02 -1.36617722e+27
5.89565271e+02 -1.17413269e+27
5.89568566e+02 -1.99279145e+27
5.89571861e+02 -1.69188640e+27
5.89575156e+02 -6.42475549e+26
5.89578451e+02 -2.41876154e+27
5.89581746e+02 -2.12619382e+27
5.89585041e+02 -1.84767651e+27
5.89588336e+02 -1.98587019e+27
5.89591632e+02 -1.86512399e+27
5.89594927e+02 -1.64676293e+27
5.89598222e+02 -2.84401635e+27
5.89601517e+02 -1.92650926e+27
5.89604812e+02 -1.46613536e+27
5.89608107e+02 -2.49665001e+27
5.89611402e+02 -6.38294904e+26
5.89614697e+02 -1.90016001e+27
5.89617993e+02 3.50222183e+26
5.89621288e+02 6.91948127e+26
5.89624583e+02 -1.63706919e+27
5.89627878e+02 -2.00164640e+27
5.89631173e+02 -1.87568839e+27
5.89634468e+02 -1.69745028e+27
5.89637763e+02 -1.29249222e+27
5.89641058e+02 -2.26759608e+27
5.89644353e+02 -6.86966777e+26
5.89647649e+02 2.03211237e+27
5.89650944e+02 -4.56876422e+26
5.89654239e+02 -7.24366732e+26
5.89657534e+02 -2.04651877e+27
5.89660829e+02 -1.21440929e+27
5.89664124e+02 -2.34841165e+27
5.89667419e+02 -1.79717812e+26
5.89670714e+02 3.75557052e+26
5.89674010e+02 -7.73374204e+26
5.89677305e+02 -8.89497290e+26
5.89680600e+02 -1.81789726e+27
5.89683895e+02 -2.91145735e+27
5.89687190e+02 -4.88709109e+26
5.89690485e+02 -1.45201019e+27
5.89693780e+02 -1.29577708e+27
5.89697075e+02 -1.08086002e+27
5.89700370e+02 -2.06047671e+27
5.89703666e+02 -1.72050853e+27
5.89706961e+02 -2.08330076e+27
5.89710256e+02 -9.59776448e+26
5.89713551e+02 -1.73354655e+27
5.89716846e+02 -2.25685947e+27
5.89720141e+02 -4.85946402e+27
5.89723436e+02 -3.24008475e+27
5.89726731e+02 -2.86166996e+27
5.89730027e+02 -2.64379083e+27
5.89733322e+02 -1.53139794e+27
5.89736617e+02 -1.48675114e+27
5.89739912e+02 -1.79725824e+27
5.89743207e+02 -1.26547512e+27
5.89746502e+02 -7.13627335e+26
5.89749797e+02 -1.58980011e+27
5.89753092e+02 -1.86405367e+26
5.89756387e+02 2.54579057e+26
5.89759683e+02 -5.63331897e+26
5.89762978e+02 1.15531619e+27
5.89766273e+02 4.79474167e+26
5.89769568e+02 1.77425885e+27
5.89772863e+02 2.98753543e+27
5.89776158e+02 1.54224319e+27
5.89779453e+02 2.19885434e+26
5.89782748e+02 -6.67133635e+26
5.89786044e+02 -3.29652720e+26
5.89789339e+02 -1.21352177e+27
5.89792634e+02 -1.63725726e+27
5.89795929e+02 -4.01981485e+27
5.89799224e+02 -3.73189023e+27
5.89802519e+02 -4.95558892e+27
5.89805814e+02 -1.55867898e+27
5.89809109e+02 2.93488938e+27
5.89812404e+02 1.50742216e+28
5.89815700e+02 3.22637330e+28
5.89818995e+02 5.23848375e+28
5.89822290e+02 5.96075692e+28
5.89825585e+02 4.89968443e+28
5.89828880e+02 2.70174554e+28
5.89832175e+02 1.10879885e+28
5.89835470e+02 3.27820143e+27
5.89838765e+02 6.30734744e+26
5.89842061e+02 -2.14066770e+26
5.89845356e+02 -4.90585997e+26
5.89848651e+02 -3.27003759e+27
5.89851946e+02 -4.40304458e+26
5.89855241e+02 4.01668120e+26
5.89858536e+02 7.44241068e+26
5.89861831e+02 1.13158513e+26
5.89865126e+02 -7.95943712e+26
5.89868421e+02 -1.33029019e+27
5.89871717e+02 6.21763727e+26
5.89875012e+02 -1.96434142e+27
5.89878307e+02 -1.22376615e+27
5.89881602e+02 -8.39828422e+25
5.89884897e+02 -1.37484060e+26
5.89888192e+02 -9.94952928e+26
5.89891487e+02 -5.99537119e+26
5.89894782e+02 -1.10131631e+26
5.89898078e+02 -1.18804799e+27
5.89901373e+02 -5.93635451e+26
5.89904668e+02 4.30984343e+25
5.89907963e+02 -2.34294854e+27
5.89911258e+02 -1.80117260e+27
5.89914553e+02 -1.90547954e+27
5.89917848e+02 -1.46524053e+26
5.89921143e+02 8.05118103e+26
5.89924438e+02 -6.11943351e+26
5.89927734e+02 -9.83518796e+26
5.89931029e+02 1.24385517e+26
