# Wavelength Flux(MR)
5.89097364e+02 6.51925961e+26
5.89100659e+02 2.46216952e+27
5.89103954e+02 3.91151486e+27
5.89107249e+02 -3.42993861e+27
5.89110544e+02 1.12252799e+27
5.89113839e+02 7.60253322e+27
5.89117135e+02 -1.67827926e+27
5.89120430e+02 -1.37425666e+27
5.89123725e+02 -2.86656949e+27
5.89127020e+02 -4.37863934e+27
5.89130315e+02 -1.72059584e+27
5.89133610e+02 3.85097904e+27
5.89136905e+02 4.67410483e+27
5.89140200e+02 5.74382241e+27
5.89143496e+02 5.85182245e+27
5.89146791e+02 -1.04015250e+27
5.89150086e+02 -2.18837329e+27
5.89153381e+02 -8.80232312e+25
5.89156676e+02 -4.15268673e+27
5.89159971e+02 -2.01094996e+27
5.89163266e+02 -4.99118031e+27
5.89166561e+02 -2.73198412e+27
5.89169856e+02 5.43008045e+26
5.89173152e+02 4.59334388e+26
5.89176447e+02 2.11610113e+27
5.89179742e+02 4.06174389e+27
5.89183037e+02 2.39672344e+27
5.89186332e+02 -4.08566553e+27
5.89189627e+02 7.56198743e+26
5.89192922e+02 3.12198880e+27
5.89196217e+02 9.41047913e+26
5.89199513e+02 -3.50052251e+27
5.89202808e+02 -6.85865977e+27
5.89206103e+02 1.71224948e+27
5.89209398e+02 -1.43875930e+27
5.89212693e+02 9.69061278e+27
5.89215988e+02 3.42836398e+28
5.89219283e+02 5.53883476e+28
5.89222578e+02 7.76396913e+28
5.89225873e+02 7.17523975e+28
5.89229169e+02 4.24986876e+28
5.89232464e+02 1.74286513e+28
5.89235759e+02 4.68097233e+27
5.89239054e+02 1.93883606e+27
5.89242349e+02 9.42282663e+26
5.89245644e+02 -6.53863394e+27
5.89248939e+02 -4.75283411e+27
5.89252234e+02 -1.62190280e+27
5.89255530e+02 1.74019567e+27
5.89258825e+02 1.20314651e+27
5.89262120e+02 2.71850404e+27
5.89265415e+02 1.46664158e+27
5.89268710e+02 4.68559381e+27
5.89272005e+02 -9.08118243e+26
5.89275300e+02 -5.41267810e+27
5.89278595e+02 -1.73466004e+27
5.89281890e+02 -2.22420107e+27
5.89285186e+02 -9.42747951e+26
5.89288481e+02 -7.35924532e+27
5.89291776e+02 3.81179031e+27
5.89295071e+02 4.55178946e+25
5.89298366e+02 1.47350070e+27
5.89301661e+02 3.16347033e+27
5.89304956e+02 1.40189968e+27
