# Wavelength Flux(MR)
5.89097364e+02 -1.34193844e+27
5.89100659e+02 -2.16032264e+27
5.89103954e+02 -1.86456762e+27
5.89107249e+02 -1.61294322e+26
5.89110544e+02 -7.34613733e+26
5.89113839e+02 3.37193062e+26
5.89117135e+02 -4.31724702e+26
5.89120430e+02 -7.45989601e+26
5.89123725e+02 -3.14722812e+27
5.89127020e+02 -2.60686343e+27
5.89130315e+02 -2.72079041e+25
5.89133610e+02 -4.57024079e+25
5.89136905e+02 3.13985242e+27
5.89140200e+02 1.32116355e+27
5.89143496e+02 1.39831271e+27
5.89146791e+02 3.82800936e+26
5.89150086e+02 4.83952469e+26
5.89153381e+02 2.44261494e+26
5.89156676e+02 2.63497021e+27
5.89159971e+02 1.52597024e+27
5.89163266e+02 -1.42053532e+27
5.89166561e+02 -1.29879502e+27
5.89169856e+02 -7.55927630e+26
5.89173152e+02 -1.51982258e+27
5.89176447e+02 -2.35035867e+24
5.89179742e+02 1.58939767e+27
5.89183037e+02 -2.49051947e+26
5.89186332e+02 1.72032059e+27
5.89189627e+02 1.21772979e+27
5.89192922e+02 -6.80130240e+26
5.89196217e+02 -1.01272896e+27
5.89199513e+02 -3.29279302e+27
5.89202808e+02 -3.37957827e+27
5.89206103e+02 -1.88761957e+27
5.89209398e+02 2.07570638e+27
5.89212693e+02 1.00713957e+28
5.89215988e+02 2.84399928e+28
5.89219283e+02 5.67617782e+28
5.89222578e+02 7.98410510e+28
5.89225873e+02 7.58435987e+28
5.89229169e+02 4.92128068e+28
5.89232464e+02 1.63665610e+28
5.89235759e+02 1.09687809e+27
5.89239054e+02 2.08911797e+27
5.89242349e+02 -4.60019654e+26
5.89245644e+02 1.35792478e+27
5.89248939e+02 1.53863659e+27
5.89252234e+02 -1.49905657e+27
5.89255530e+02 -2.93941623e+26
5.89258825e+02 -1.86204047e+26
5.89262120e+02 -9.22622076e+26
5.89265415e+02 -6.60530545e+26
5.89268710e+02 1.74322331e+26
5.89272005e+02 -1.53706191e+27
5.89275300e+02 -2.40132356e+27
5.89278595e+02 -3.09040743e+27
5.89281890e+02 -2.94176156e+27
5.89285186e+02 -2.40759315e+26
5.89288481e+02 1.17515163e+27
5.89291776e+02 3.32602327e+26
5.89295071e+02 -4.33758206e+26
5.89298366e+02 2.20977933e+27
5.89301661e+02 2.71456933e+26
5.89304956e+02 1.63038686e+27
5.89308251e+02 1.93186654e+27
5.89311547e+02 1.85879702e+26
5.89314842e+02 1.61359484e+27
5.89318137e+02 1.57782686e+27
5.89321432e+02 -6.26386285e+26
5.89324727e+02 1.86026875e+26
5.89328022e+02 -2.52008791e+26
5.89331317e+02 -1.88275546e+27
5.89334612e+02 -1.42588462e+27
5.89337907e+02 1.39423443e+27
5.89341203e+02 3.04205716e+27
5.89344498e+02 2.98379604e+27
5.89347793e+02 2.42015301e+27
5.89351088e+02 -6.91778575e+26
5.89354383e+02 5.33963078e+26
5.89357678e+02 -3.09932246e+26
5.89360973e+02 -1.54290719e+26
5.89364268e+02 -1.53603831e+27
5.89367564e+02 -1.71379708e+27
5.89370859e+02 -8.76246080e+26
5.89374154e+02 5.86491726e+26
5.89377449e+02 -2.38831289e+27
5.89380744e+02 -6.07421859e+26
5.89384039e+02 5.34234612e+26
5.89387334e+02 -1.54397907e+26
5.89390629e+02 1.29493804e+27
5.89393924e+02 -1.22657904e+26
5.89397220e+02 -6.45008821e+26
5.89400515e+02 -1.51200464e+27
5.89403810e+02 -2.11022864e+27
5.89407105e+02 -1.85335725e+27
5.89410400e+02 2.24656748e+26
5.89413695e+02 1.87175171e+27
5.89416990e+02 -5.98379213e+25
5.89420285e+02 -1.15355186e+27
5.89423581e+02 1.26371955e+27
5.89426876e+02 1.14833783e+27
5.89430171e+02 -1.29995062e+27
5.89433466e+02 -7.03798585e+26
5.89436761e+02 -3.93529881e+26
5.89440056e+02 -1.63762836e+27
5.89443351e+02 -1.35102644e+26
5.89446646e+02 -1.25923391e+27
5.89449941e+02 -3.03333349e+27
5.89453237e+02 2.66173452e+26
5.89456532e+02 1.21055996e+27
5.89459827e+02 4.25056309e+26
5.89463122e+02 -6.63500667e+26
5.89466417e+02 -5.70988556e+26
5.89469712e+02 -9.49197378e+26
5.89473007e+02 6.16938999e+26
5.89476302e+02 9.25436968e+26
5.89479598e+02 1.89580091e+26
5.89482893e+02 -1.10483867e+27
5.89486188e+02 -7.82711920e+26
5.89489483e+02 -2.79112784e+27
5.89492778e+02 -4.03581262e+27
5.89496073e+02 -3.92576741e+27
5.89499368e+02 -5.10867835e+27
5.89502663e+02 -3.18718594e+27
5.89505959e+02 -1.67557614e+27
5.89509254e+02 7.01192737e+26
5.89512549e+02 -1.07218187e+27
5.89515844e+02 -4.30112983e+26
5.89519139e+02 8.31732162e+26
5.89522434e+02 1.70354878e+27
5.89525729e+02 1.69117898e+27
5.89529024e+02 8.94985157e+26
5.89532319e+02 6.19624954e+26
5.89535615e+02 -1.50092276e+27
5.89538910e+02 5.65448287e+26
5.89542205e+02 -1.25869667e+26
5.89545500e+02 -1.72950397e+27
5.89548795e+02 -2.08807142e+27
5.89552090e+02 -4.29717829e+27
5.89555385e+02 -1.79206679e+27
5.89558680e+02 -1.53952061e+27
5.89561976e+02 -1.37219940e+27
5.89565271e+02 -1.17372240e+27
5.89568566e+02 -1.98567009e+27
5.89571861e+02 -1.67877512e+27
5.89575156e+02 -6.23223323e+26
5.89578451e+02 -2.39015204e+27
5.89581746e+02 -2.08983066e+27
5.89585041e+02 -1.80481324e+27
5.89588336e+02 -1.93930852e+27
5.89591632e+02 -1.82009569e+27
5.89594927e+02 -1.60957674e+27
5.89598222e+02 -2.81976555e+27
5.89601517e+02 -1.92199202e+27
5.89604812e+02 -1.48353245e+27
5.89608107e+02 -2.53417983e+27
5.89611402e+02 -6.94821842e+26
5.89614697e+02 -1.96706785e+27
5.89617993e+02 2.77254315e+26
5.89621288e+02 6.21963920e+26
5.89624583e+02 -1.69522237e+27
5.89627878e+02 -2.04448825e+27
5.89631173e+02 -1.90018130e+27
5.89634468e+02 -1.70191158e+27
5.89637763e+02 -1.27711089e+27
5.89641058e+02 -2.23295821e+27
5.89644353e+02 -6.38742874e+26
5.89647649e+02 2.08788235e+27
5.89650944e+02 -3.95318157e+26
5.89654239e+02 -6.65397978e+26
5.89657534e+02 -1.99522035e+27
5.89660829e+02 -1.17731646e+27
5.89664124e+02 -2.32688004e+27
5.89667419e+02 -1.77788014e+26
5.89670714e+02 3.59582988e+26
5.89674010e+02 -8.04212672e+26
5.89677305e+02 -9.33509456e+26
5.89680600e+02 -1.87108908e+27
5.89683895e+02 -2.96982902e+27
5.89687190e+02 -5.51060465e+26
5.89690485e+02 -1.51132957e+27
5.89693780e+02 -1.34931475e+27
5.89697075e+02 -1.12580879e+27
5.89700370e+02 -2.09403528e+27
5.89703666e+02 -1.74304960e+27
5.89706961e+02 -2.09427935e+27
5.89710256e+02 -9.60895313e+26
5.89713551e+02 -1.72361512e+27
5.89716846e+02 -2.23611106e+27
5.89720141e+02 -4.82551776e+27
5.89723436e+02 -3.19513269e+27
5.89726731e+02 -2.80256327e+27
5.89730027e+02 -2.56779994e+27
5.89733322e+02 -1.43662034e+27
5.89736617e+02 -1.37016492e+27
5.89739912e+02 -1.65765634e+27
5.89743207e+02 -1.10441596e+27
5.89746502e+02 -5.33910729e+26
5.89749797e+02 -1.39460220e+27
5.89753092e+02 1.72336905e+25
5.89756387e+02 4.62884982e+26
5.89759683e+02 -3.52049132e+26
5.89762978e+02 1.36749051e+27
5.89766273e+02 6.97734017e+26
5.89769568e+02 2.00256933e+27
5.89772863e+02 3.23244889e+27
5.89776158e+02 1.81099607e+27
5.89779453e+02 5.13309311e+26
5.89782748e+02 -3.54546899e+26
5.89786044e+02 -1.08920661e+25
5.89789339e+02 -9.05294251e+26
5.89792634e+02 -1.36077147e+27
5.89795929e+02 -3.79365140e+27
5.89799224e+02 -3.57450000e+27
5.89802519e+02 -4.87560930e+27
5.89805814e+02 -1.56308330e+27
5.89809109e+02 2.84825768e+27
5.89812404e+02 1.49069642e+28
5.89815700e+02 3.20236960e+28
5.89818995e+02 5.20850895e+28
5.89822290e+02 5.92771899e+28
5.89825585e+02 4.86700217e+28
5.89828880e+02 2.67210664e+28
5.89832175e+02 1.08291200e+28
5.89835470e+02 3.05477629e+27
5.89838765e+02 4.35413021e+26
5.89842061e+02 -3.91631455e+26
5.89845356e+02 -6.62128955e+26
5.89848651e+02 -3.44349392e+27
5.89851946e+02 -6.26530238e+26
5.89855241e+02 2.03445719e+26
5.89858536e+02 5.38447324e+26
5.89861831e+02 -9.19901599e+25
5.89865126e+02 -9.91595165e+26
5.89868421e+02 -1.50899948e+27
5.89871717e+02 4.63449062e+26
5.89875012e+02 -2.09540285e+27
5.89878307e+02 -1.32939155e+27
5.89881602e+02 -1.64679295e+26
5.89884897e+02 -1.92935919e+26
5.89888192e+02 -1.02559600e+27
5.89891487e+02 -6.08383168e+26
5.89894782e+02 -1.00652900e+26
5.89898078e+02 -1.16410215e+27
5.89901373e+02 -5.63366096e+26
5.89904668e+02 7.22858653e+25
5.89907963e+02 -2.31898216e+27
5.89911258e+02 -1.78964161e+27
5.89914553e+02 -1.90778788e+27
5.89917848e+02 -1.63304037e+26
5.89921143e+02 7.77771167e+26
5.89924438e+02 -6.43455958e+26
5.89927734e+02 -1.01569052e+27
5.89931029e+02 9.38484377e+25
5.89934324e+02 -1.88614104e+27
5.89937619e+02 -2.52710152e+27
5.89940914e+02 2.54115793e+26
5.89944209e+02 -1.09948895e+27
5.89947504e+02 -1.97379426e+27
5.89950799e+02 -6.95893157e+25
5.89954095e+02 4.62795474e+26
5.89957390e+02 -5.33008645e+25
5.89960685e+02 7.05756761e+26
5.89963980e+02 2.93860072e+27
5.89967275e+02 1.90841353e+27
5.89970570e+02 1.03223036e+27
5.89973865e+02 -2.16339508e+27
5.89977160e+02 -3.53581354e+27
5.89980455e+02 -3.40848895e+27
5.89983751e+02 -2.57036287e+26
5.89987046e+02 1.51446848e+27
5.89990341e+02 1.99102068e+27
5.89993636e+02 2.39620967e+27
5.89996931e+02 9.64706847e+26
5.90000226e+02 2.93851375e+27
5.90003521e+02 2.47891130e+27
5.90006816e+02 -6.10885584e+26
5.90010112e+02 -9.84517959e+25
5.90013407e+02 1.08071141e+27
5.90016702e+02 -2.89378763e+26
5.90019997e+02 -1.36665595e+27
5.90023292e+02 -1.22680294e+27
5.90026587e+02 -3.40285160e+26
5.90029882e+02 -1.69072134e+27
5.90033177e+02 -1.55584233e+27
5.90036472e+02 -1.56454470e+27
5.90039768e+02 -1.18166987e+27
5.90043063e+02 -4.43300680e+26
5.90046358e+02 -2.85814938e+26
5.90049653e+02 1.41553243e+27
5.90052948e+02 -4.69037630e+26
5.90056243e+02 -1.99341700e+27
5.90059538e+02 -2.12863754e+27
5.90062833e+02 -1.38703642e+27
5.90066129e+02 -1.32485435e+27
5.90069424e+02 -1.00162836e+27
5.90072719e+02 -8.58775008e+26
5.90076014e+02 1.43368498e+27
5.90079309e+02 1.12238318e+27
5.90082604e+02 3.95969073e+26
5.90085899e+02 1.61688621e+26
5.90089194e+02 -1.43325737e+27
