# Wavelength Flux(MR)
5.89097364e+02 -5.84582602e+26
5.89100659e+02 -2.52772577e+27
5.89103954e+02 -1.81227865e+27
5.89107249e+02 -1.00606162e+27
5.89110544e+02 2.57918991e+26
5.89113839e+02 7.70913173e+26
5.89117135e+02 -2.13607694e+26
5.89120430e+02 -1.54154413e+27
5.89123725e+02 -1.10853265e+27
5.89127020e+02 -2.36904700e+27
5.89130315e+02 -3.60297988e+26
5.89133610e+02 9.14973704e+26
5.89136905e+02 3.36012993e+27
5.89140200e+02 3.35110005e+27
5.89143496e+02 2.58776089e+27
5.89146791e+02 1.95794346e+26
5.89150086e+02 -5.75725954e+26
5.89153381e+02 -8.82398179e+26
5.89156676e+02 7.60312979e+26
5.89159971e+02 1.11130725e+27
5.89163266e+02 9.19185128e+26
5.89166561e+02 1.08376265e+27
5.89169856e+02 5.29822306e+26
5.89173152e+02 1.32144470e+26
5.89176447e+02 2.08187822e+27
5.89179742e+02 -6.48303023e+26
5.89183037e+02 1.74807820e+27
5.89186332e+02 -7.61812026e+26
5.89189627e+02 -2.44718547e+27
5.89192922e+02 -1.27324687e+27
5.89196217e+02 -2.30176650e+27
5.89199513e+02 -2.96425562e+27
5.89202808e+02 -2.38408325e+27
5.89206103e+02 -3.54342040e+27
5.89209398e+02 -6.74114640e+26
5.89212693e+02 8.78139317e+27
5.89215988e+02 2.86931412e+28
5.89219283e+02 5.88335208e+28
5.89222578e+02 8.04141318e+28
5.89225873e+02 7.48114089e+28
5.89229169e+02 4.42456750e+28
5.89232464e+02 1.57846641e+28
5.89235759e+02 4.90821847e+27
5.89239054e+02 2.99754747e+27
5.89242349e+02 2.34627238e+27
5.89245644e+02 1.21196849e+26
5.89248939e+02 -1.08918872e+27
5.89252234e+02 -3.94423959e+26
5.89255530e+02 -3.96121876e+26
5.89258825e+02 -8.46434728e+26
5.89262120e+02 1.15826873e+26
5.89265415e+02 -3.13532211e+26
5.89268710e+02 5.05708964e+26
5.89272005e+02 -1.39721618e+27
5.89275300e+02 -3.33267167e+27
5.89278595e+02 -2.36506822e+27
5.89281890e+02 3.35499091e+26
5.89285186e+02 1.67493258e+27
5.89288481e+02 -1.48358874e+27
5.89291776e+02 -2.06727538e+27
5.89295071e+02 -3.70694282e+26
5.89298366e+02 -9.95551892e+26
5.89301661e+02 2.31806008e+27
5.89304956e+02 -4.78800746e+26
5.89308251e+02 -4.27223080e+26
5.89311547e+02 -1.37249210e+26
