# Wavelength Flux(MR)
5.89097364e+02 -4.13402396e+26
5.89100659e+02 -1.57543887e+27
5.89103954e+02 -2.07535993e+27
5.89107249e+02 -1.71710473e+27
5.89110544e+02 -4.09360110e+26
5.89113839e+02 -1.90835446e+27
5.89117135e+02 -1.29363142e+27
5.89120430e+02 -5.36689004e+26
5.89123725e+02 -1.25592757e+27
5.89127020e+02 -7.88117765e+26
5.89130315e+02 -1.28344039e+27
5.89133610e+02 2.01708882e+27
5.89136905e+02 3.24014161e+27
5.89140200e+02 1.72317515e+27
5.89143496e+02 1.93056161e+27
5.89146791e+02 1.59645463e+27
5.89150086e+02 1.20187375e+27
5.89153381e+02 -9.84839596e+25
5.89156676e+02 7.30352701e+26
5.89159971e+02 -3.02232332e+26
5.89163266e+02 -5.96707975e+26
5.89166561e+02 1.68970793e+25
5.89169856e+02 9.03868400e+26
5.89173152e+02 -8.28962372e+26
5.89176447e+02 -3.11309373e+25
5.89179742e+02 4.28654739e+26
5.89183037e+02 -1.46303430e+27
5.89186332e+02 -1.23290581e+27
5.89189627e+02 -1.23660018e+27
5.89192922e+02 -1.09962648e+27
5.89196217e+02 -3.29753679e+27
5.89199513e+02 -2.40805531e+27
5.89202808e+02 -2.35671866e+27
5.89206103e+02 -3.23892664e+27
5.89209398e+02 -1.28459596e+27
5.89212693e+02 8.76086939e+27
5.89215988e+02 2.78327067e+28
5.89219283e+02 5.79937397e+28
5.89222578e+02 7.84948233e+28
5.89225873e+02 7.43208349e+28
5.89229169e+02 4.79269012e+28
5.89232464e+02 1.49598239e+28
5.89235759e+02 2.50635077e+27
5.89239054e+02 1.00572359e+27
5.89242349e+02 1.38106052e+27
5.89245644e+02 1.34807411e+27
5.89248939e+02 4.83336965e+26
5.89252234e+02 -2.20740393e+26
5.89255530e+02 -1.59310170e+27
5.89258825e+02 -2.12167842e+26
5.89262120e+02 -1.34208545e+27
5.89265415e+02 -3.56318827e+26
5.89268710e+02 -1.23149153e+27
5.89272005e+02 -1.37908182e+27
5.89275300e+02 -1.78920044e+27
5.89278595e+02 -2.51905063e+27
5.89281890e+02 -9.61773373e+26
5.89285186e+02 -6.40589648e+26
5.89288481e+02 -3.41440569e+26
5.89291776e+02 -6.83757062e+26
5.89295071e+02 -1.70084145e+27
5.89298366e+02 2.85489216e+27
5.89301661e+02 1.91226695e+27
5.89304956e+02 1.83126147e+27
5.89308251e+02 1.56938158e+27
5.89311547e+02 1.03859227e+27
5.89314842e+02 1.01730152e+26
5.89318137e+02 1.00574462e+26
5.89321432e+02 2.45528817e+27
5.89324727e+02 -1.07216202e+27
5.89328022e+02 -3.24891934e+27
5.89331317e+02 -2.99126595e+27
5.89334612e+02 4.15616697e+25
5.89337907e+02 2.86317939e+27
5.89341203e+02 2.59136071e+27
5.89344498e+02 4.46487313e+27
5.89347793e+02 1.25256585e+27
5.89351088e+02 -7.31025048e+25
5.89354383e+02 -9.60936367e+26
5.89357678e+02 9.85228957e+26
5.89360973e+02 5.71160359e+26
5.89364268e+02 -7.15511288e+26
5.89367564e+02 -8.81152272e+26
5.89370859e+02 -2.78616529e+26
5.89374154e+02 -1.36778340e+27
5.89377449e+02 -1.43974806e+27
5.89380744e+02 -2.93030325e+26
5.89384039e+02 5.14206415e+26
5.89387334e+02 6.37646691e+26
5.89390629e+02 4.65272697e+25
5.89393924e+02 -2.16640282e+27
5.89397220e+02 -1.39861015e+27
5.89400515e+02 -2.98425204e+27
5.89403810e+02 -1.78154822e+27
5.89407105e+02 -9.23274202e+26
5.89410400e+02 8.83288618e+26
5.89413695e+02 3.64232248e+27
5.89416990e+02 2.39997095e+26
5.89420285e+02 2.05482302e+27
5.89423581e+02 -6.63207319e+26
5.89426876e+02 -9.15515079e+26
5.89430171e+02 -5.36860680e+26
5.89433466e+02 -3.48331587e+26
5.89436761e+02 7.99396092e+26
5.89440056e+02 1.05696868e+27
5.89443351e+02 -8.19368107e+25
5.89446646e+02 -1.28473726e+27
5.89449941e+02 -5.98519397e+26
5.89453237e+02 5.31191793e+25
5.89456532e+02 5.02577739e+25
5.89459827e+02 1.82113371e+27
5.89463122e+02 -6.16933999e+26
5.89466417e+02 -1.73735336e+27
5.89469712e+02 2.44712720e+26
5.89473007e+02 -5.00897336e+26
5.89476302e+02 7.22798817e+26
5.89479598e+02 5.38095202e+26
5.89482893e+02 2.06782997e+26
5.89486188e+02 -1.19331164e+27
5.89489483e+02 -2.63854198e+27
5.89492778e+02 -3.44216262e+27
5.89496073e+02 -2.30569711e+27
5.89499368e+02 -8.14763816e+26
5.89502663e+02 -2.26206763e+27
5.89505959e+02 -9.23587658e+26
5.89509254e+02 6.56533684e+24
5.89512549e+02 -1.47657650e+27
5.89515844e+02 4.39327954e+26
5.89519139e+02 -1.17779344e+27
5.89522434e+02 1.08514273e+27
5.89525729e+02 9.66663463e+26
5.89529024e+02 -2.92550695e+25
5.89532319e+02 -5.89913877e+26
5.89535615e+02 -2.31081232e+27
5.89538910e+02 4.92740666e+26
5.89542205e+02 -2.54202268e+26
5.89545500e+02 -1.49589524e+27
5.89548795e+02 -1.74792869e+27
5.89552090e+02 -3.48448800e+26
5.89555385e+02 -1.46059074e+27
5.89558680e+02 -1.22514760e+27
5.89561976e+02 -1.61020049e+27
5.89565271e+02 -1.62064317e+27
5.89568566e+02 -1.21852626e+27
5.89571861e+02 -2.59588214e+27
5.89575156e+02 -2.60975863e+27
5.89578451e+02 -5.32871034e+26
5.89581746e+02 -2.23594779e+27
5.89585041e+02 -4.15113312e+26
5.89588336e+02 3.46929897e+26
5.89591632e+02 -1.65122568e+27
5.89594927e+02 -1.48526857e+27
5.89598222e+02 -1.83319741e+27
5.89601517e+02 -1.85837090e+27
5.89604812e+02 -1.94357232e+27
5.89608107e+02 -1.94017105e+27
5.89611402e+02 -2.00246285e+27
5.89614697e+02 -2.07785656e+27
5.89617993e+02 -1.20259058e+27
5.89621288e+02 -3.24803662e+26
5.89624583e+02 -1.96116405e+27
5.89627878e+02 -2.27177255e+27
5.89631173e+02 -8.27757388e+26
5.89634468e+02 -1.58424969e+27
5.89637763e+02 -3.00767832e+27
5.89641058e+02 -4.55110113e+26
5.89644353e+02 -9.56552293e+26
5.89647649e+02 -1.51957698e+27
5.89650944e+02 -1.95407979e+27
5.89654239e+02 -1.14945293e+27
5.89657534e+02 -2.47591069e+27
5.89660829e+02 -2.84673440e+26
5.89664124e+02 7.54083127e+24
5.89667419e+02 -1.49585710e+27
5.89670714e+02 -1.94542718e+27
5.89674010e+02 6.32961119e+26
5.89677305e+02 -2.04781266e+27
5.89680600e+02 -2.48024199e+27
5.89683895e+02 -6.64550169e+26
5.89687190e+02 -2.82041320e+26
5.89690485e+02 -7.87829204e+26
5.89693780e+02 -2.23410659e+27
5.89697075e+02 9.49758597e+25
5.89700370e+02 -9.09547065e+26
5.89703666e+02 -2.12011784e+27
5.89706961e+02 -3.33924726e+27
5.89710256e+02 -1.68069050e+27
5.89713551e+02 -2.16821773e+27
5.89716846e+02 -1.57899546e+27
5.89720141e+02 -2.38644695e+27
5.89723436e+02 -1.28823878e+27
5.89726731e+02 -2.30255880e+27
5.89730027e+02 -3.18248458e+27
5.89733322e+02 -8.30968402e+26
5.89736617e+02 -1.16487295e+27
5.89739912e+02 -6.02297649e+26
5.89743207e+02 -1.65317773e+27
5.89746502e+02 -7.14635182e+26
5.89749797e+02 -1.52930636e+26
5.89753092e+02 -1.24281437e+27
5.89756387e+02 2.06379013e+26
5.89759683e+02 -2.35637340e+26
5.89762978e+02 7.47542936e+26
5.89766273e+02 2.05086791e+27
5.89769568e+02 1.75639704e+27
5.89772863e+02 7.22814835e+26
5.89776158e+02 1.81286949e+27
5.89779453e+02 5.46830219e+26
5.89782748e+02 -4.59879582e+26
5.89786044e+02 9.37812879e+26
5.89789339e+02 -5.47514649e+26
5.89792634e+02 -3.11802292e+27
5.89795929e+02 -3.46255282e+27
5.89799224e+02 -3.30332499e+27
5.89802519e+02 -2.38636742e+27
5.89805814e+02 -1.60287047e+27
5.89809109e+02 1.89772909e+27
5.89812404e+02 1.38501727e+28
5.89815700e+02 3.35341367e+28
5.89818995e+02 5.13786730e+28
5.89822290e+02 5.97297302e+28
5.89825585e+02 5.06266481e+28
5.89828880e+02 2.61914865e+28
5.89832175e+02 6.67584867e+27
5.89835470e+02 2.38087980e+27
5.89838765e+02 5.65553787e+26
5.89842061e+02 5.15858149e+26
5.89845356e+02 -7.48284038e+26
5.89848651e+02 -2.49928025e+26
5.89851946e+02 3.51016075e+26
5.89855241e+02 2.16725832e+26
5.89858536e+02 2.55219513e+27
5.89861831e+02 2.14156108e+27
5.89865126e+02 -3.59603999e+26
5.89868421e+02 -2.59698974e+27
5.89871717e+02 -3.42395078e+26
5.89875012e+02 -3.82006124e+26
5.89878307e+02 1.18589799e+27
5.89881602e+02 -1.10305041e+26
5.89884897e+02 6.22593754e+26
5.89888192e+02 1.22246493e+26
5.89891487e+02 -1.64205420e+27
5.89894782e+02 6.16121975e+25
5.89898078e+02 -1.45217788e+27
5.89901373e+02 3.32832269e+26
5.89904668e+02 -3.71334332e+26
5.89907963e+02 -9.67128274e+26
5.89911258e+02 -2.30299715e+27
5.89914553e+02 -2.77690948e+27
5.89917848e+02 -1.08916385e+27
5.89921143e+02 -5.02952516e+26
5.89924438e+02 1.28173310e+27
5.89927734e+02 4.78158188e+26
5.89931029e+02 -9.59057653e+25
5.89934324e+02 -2.21413448e+27
5.89937619e+02 -3.21109878e+27
5.89940914e+02 -1.17090602e+27
5.89944209e+02 2.49319011e+25
5.89947504e+02 -1.61621185e+27
5.89950799e+02 -6.67498873e+26
5.89954095e+02 7.23443705e+26
5.89957390e+02 6.79912903e+26
5.89960685e+02 -4.14192296e+26
5.89963980e+02 1.86574424e+27
5.89967275e+02 2.91048324e+27
5.89970570e+02 1.06937649e+27
5.89973865e+02 -1.37083496e+27
5.89977160e+02 -1.40245378e+27
5.89980455e+02 -1.83615843e+27
5.89983751e+02 -5.09251146e+26
5.89987046e+02 1.13837549e+27
5.89990341e+02 2.16151759e+27
5.89993636e+02 2.61616697e+27
5.89996931e+02 1.87451295e+27
5.90000226e+02 3.09486330e+27
5.90003521e+02 6.43479907e+26
5.90006816e+02 1.73430228e+27
5.90010112e+02 -6.09127032e+26
5.90013407e+02 -5.76628404e+26
5.90016702e+02 2.72423826e+26
5.90019997e+02 2.47853008e+26
5.90023292e+02 -9.19807710e+26
