TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,8.6058e+29,1.1561e+29,7.2868e+29,9.5000e+27,6.7900e+27,7.6510e+28,3.9100e+28,4.0204e+29,3.2664e+29,5.2900e+27,4.2100e+27,3.5500e+27,3.2400e+27,1.8372e+08,1.0304e+06,1.5209e+09,2.5319e-05,8.9309e+07,3.7500e+05,6.6625e+05,6.6621e+05,13.4,84.7,1.1,0.8,8.5940e+29,8.3234e+29,2.5450e+28,1.6100e+27,3.0638e+28,0.0000e+00,96.9,3.0,0.2
1,8.5822e+29,1.1566e+29,7.2605e+29,9.7300e+27,6.7800e+27,7.5440e+28,4.0220e+28,4.0434e+29,3.2171e+29,5.7300e+27,4.0000e+27,3.2300e+27,3.5500e+27,1.8341e+08,1.0263e+06,1.5974e+09,2.2005e-05,8.8874e+07,4.1720e+05,6.6621e+05,6.6612e+05,13.5,84.6,1.1,0.8,8.5958e+29,8.3172e+29,2.6250e+28,1.6100e+27,3.0630e+28,0.0000e+00,96.8,3.1,0.2
2,8.5900e+29,1.1587e+29,7.2643e+29,9.9100e+27,6.7900e+27,7.5280e+28,4.0590e+28,3.9624e+29,3.3019e+29,5.4800e+27,4.4300e+27,3.3500e+27,3.4400e+27,1.8312e+08,1.0696e+06,1.4728e+09,1.9184e-05,8.8443e+07,4.5665e+05,6.6611e+05,6.6595e+05,13.5,84.6,1.2,0.8,8.5898e+29,8.3032e+29,2.7040e+28,1.6200e+27,3.0616e+28,0.0000e+00,96.7,3.1,0.2
3,8.6034e+29,1.1530e+29,7.2783e+29,1.0400e+28,6.8100e+27,7.4570e+28,4.0730e+28,3.9637e+29,3.3146e+29,5.9800e+27,4.4200e+27,3.6100e+27,3.2000e+27,1.8280e+08,1.2620e+06,1.9765e+09,1.6591e-05,8.7421e+07,4.5780e+05,6.6595e+05,6.6572e+05,13.4,84.6,1.2,0.8,8.5856e+29,8.3130e+29,2.5730e+28,1.5300e+27,3.0820e+28,0.0000e+00,96.8,3.0,0.2
4,8.5734e+29,1.1545e+29,7.2553e+29,9.5800e+27,6.7800e+27,7.5170e+28,4.0280e+28,3.9187e+29,3.3366e+29,5.5000e+27,4.0800e+27,3.2200e+27,3.5600e+27,1.8222e+08,1.3473e+06,1.5600e+09,1.4346e-05,8.6319e+07,5.0058e+05,6.6572e+05,6.6543e+05,13.5,84.6,1.1,0.8,8.5810e+29,8.3045e+29,2.5820e+28,1.8300e+27,3.0566e+28,0.0000e+00,96.8,3.0,0.2
5,8.6535e+29,1.1599e+29,7.3284e+29,9.7400e+27,6.7800e+27,7.4910e+28,4.1080e+28,3.9189e+29,3.4095e+29,5.4300e+27,4.3100e+27,3.5100e+27,3.2700e+27,1.8189e+08,1.3146e+06,1.5178e+09,1.2396e-05,8.5181e+07,4.8313e+05,6.6542e+05,6.6507e+05,13.4,84.7,1.1,0.8,8.6477e+29,8.3701e+29,2.6100e+28,1.6600e+27,3.0530e+28,0.0000e+00,96.8,3.0,0.2
6,8.5574e+29,1.1395e+29,7.2542e+29,9.5600e+27,6.8100e+27,7.3780e+28,4.0170e+28,3.8951e+29,3.3591e+29,5.5200e+27,4.0400e+27,3.3800e+27,3.4300e+27,1.8146e+08,1.2890e+06,1.5635e+09,1.0698e-05,8.3966e+07,5.2180e+05,6.6506e+05,6.6464e+05,13.3,84.8,1.1,0.8,8.5746e+29,8.3019e+29,2.5610e+28,1.6600e+27,3.0712e+28,0.0000e+00,96.8,3.0,0.2
7,8.3402e+29,1.1288e+29,7.0491e+29,9.4800e+27,6.7500e+27,7.3680e+28,3.9200e+28,3.7922e+29,3.2569e+29,5.0200e+27,4.4600e+27,3.2800e+27,3.4700e+27,1.8137e+08,1.3025e+06,1.5481e+09,9.2443e-06,8.2681e+07,5.4100e+05,6.6464e+05,6.6415e+05,13.5,84.5,1.1,0.8,8.3604e+29,8.0948e+29,2.4940e+28,1.6200e+27,3.0438e+28,0.0000e+00,96.8,3.0,0.2
8,8.2415e+29,1.1540e+29,6.9248e+29,9.4600e+27,6.8100e+27,7.4310e+28,4.1090e+28,3.7285e+29,3.1963e+29,5.0900e+27,4.3700e+27,3.2400e+27,3.5700e+27,1.8088e+08,1.2149e+06,1.5966e+09,7.9872e-06,8.1980e+07,5.1155e+05,6.6415e+05,6.6359e+05,14.0,84.0,1.1,0.8,8.2377e+29,7.9765e+29,2.4310e+28,1.8100e+27,3.0604e+28,0.0000e+00,96.8,3.0,0.2
9,8.2542e+29,1.1209e+29,6.9718e+29,9.3500e+27,6.8000e+27,7.1470e+28,4.0620e+28,3.7467e+29,3.2251e+29,5.2300e+27,4.1200e+27,3.4400e+27,3.3600e+27,1.8041e+08,1.1016e+06,1.5737e+09,6.9119e-06,8.0462e+07,5.2872e+05,6.6359e+05,6.6297e+05,13.6,84.5,1.1,0.8,8.2444e+29,7.9811e+29,2.4510e+28,1.8200e+27,3.0540e+28,0.0000e+00,96.8,3.0,0.2
10,8.2780e+29,1.1424e+29,6.9698e+29,9.7500e+27,6.8300e+27,7.3360e+28,4.0880e+28,3.7136e+29,3.2562e+29,5.5300e+27,4.2200e+27,3.3000e+27,3.5300e+27,1.7993e+08,1.0837e+06,1.3570e+09,6.0252e-06,7.9914e+07,5.3237e+05,6.6297e+05,6.6229e+05,13.8,84.2,1.2,0.8,8.2846e+29,8.0194e+29,2.4670e+28,1.8500e+27,3.0468e+28,0.0000e+00,96.8,3.0,0.2
11,8.3279e+29,1.1391e+29,7.0243e+29,9.6700e+27,6.7800e+27,7.2200e+28,4.1710e+28,3.7632e+29,3.2611e+29,5.4700e+27,4.2000e+27,3.3700e+27,3.4100e+27,1.7945e+08,1.2693e+06,1.6924e+09,5.2399e-06,7.9194e+07,4.8604e+05,6.6228e+05,6.6154e+05,13.7,84.3,1.2,0.8,8.3346e+29,8.0684e+29,2.4560e+28,2.0600e+27,3.0390e+28,0.0000e+00,96.8,2.9,0.2
12,8.1344e+29,1.1376e+29,6.8370e+29,9.2600e+27,6.7200e+27,7.3060e+28,4.0700e+28,3.6924e+29,3.1446e+29,5.5100e+27,3.7500e+27,3.5300e+27,3.1900e+27,1.7882e+08,1.1412e+06,1.5472e+09,4.5730e-06,7.8367e+07,5.0516e+05,6.6153e+05,6.6073e+05,14.0,84.1,1.1,0.8,8.1429e+29,7.8819e+29,2.4170e+28,1.9300e+27,3.0305e+28,0.0000e+00,96.8,3.0,0.2
13,8.2429e+29,1.1191e+29,6.9624e+29,9.3900e+27,6.7500e+27,7.1510e+28,4.0400e+28,3.7499e+29,3.2125e+29,5.1500e+27,4.2400e+27,3.4000e+27,3.3500e+27,1.7818e+08,1.1239e+06,1.4341e+09,4.0077e-06,7.7536e+07,4.2031e+05,6.6072e+05,6.5985e+05,13.6,84.5,1.1,0.8,8.2318e+29,7.9738e+29,2.3990e+28,1.8100e+27,3.0214e+28,0.0000e+00,96.9,2.9,0.2
14,8.3079e+29,1.1347e+29,7.0056e+29,9.9100e+27,6.8500e+27,7.2450e+28,4.1020e+28,3.7501e+29,3.2555e+29,5.4100e+27,4.5000e+27,3.4300e+27,3.4200e+27,1.7778e+08,1.2267e+06,1.4027e+09,3.5263e-06,7.7268e+07,5.0811e+05,6.5985e+05,6.5891e+05,13.7,84.3,1.2,0.8,8.3172e+29,8.0544e+29,2.3930e+28,2.3500e+27,3.0335e+28,0.0000e+00,96.8,2.9,0.3
15,8.0860e+29,1.1268e+29,6.7899e+29,1.0200e+28,6.7300e+27,7.0630e+28,4.2050e+28,3.6009e+29,3.1890e+29,5.3900e+27,4.8100e+27,3.3200e+27,3.4100e+27,1.7704e+08,1.3288e+06,1.4168e+09,3.1206e-06,7.7164e+07,4.9441e+05,6.5891e+05,6.5791e+05,13.9,84.0,1.3,0.8,8.0945e+29,7.8288e+29,2.4210e+28,2.3600e+27,3.0229e+28,0.0000e+00,96.7,3.0,0.3
16,8.0299e+29,1.1368e+29,6.7338e+29,9.1800e+27,6.7500e+27,7.1500e+28,4.2180e+28,3.6437e+29,3.0901e+29,4.9000e+27,4.2800e+27,3.4500e+27,3.3000e+27,1.7652e+08,1.3851e+06,1.4604e+09,2.7796e-06,7.6344e+07,4.9369e+05,6.5790e+05,6.5685e+05,14.2,83.9,1.1,0.8,8.0219e+29,7.7649e+29,2.3510e+28,2.1900e+27,3.0117e+28,0.0000e+00,96.8,2.9,0.3
17,8.0923e+29,1.1346e+29,6.7947e+29,9.5200e+27,6.7800e+27,7.1800e+28,4.1660e+28,3.6627e+29,3.1320e+29,4.9500e+27,4.5700e+27,3.5000e+27,3.2800e+27,1.7585e+08,1.3528e+06,1.5226e+09,2.4938e-06,7.5964e+07,4.9584e+05,6.5684e+05,6.5573e+05,14.0,84.0,1.2,0.8,8.1065e+29,7.8485e+29,2.3400e+28,2.4000e+27,2.9998e+28,0.0000e+00,96.8,2.9,0.3
