# Index Total_Atoms Error Peak_Diff_nm Center_WL_nm
1 9.7313e+27 1.7228e+27 0.000016 589.825465
2 9.5226e+27 1.7436e+27 0.000013 589.825516
3 9.5144e+27 1.6917e+27 0.000013 589.825416
4 9.6925e+27 1.7321e+27 0.000014 589.825412
5 3.6752e+28 1.5766e+28 0.000002 589.772868
6 1.7572e+29 1.5292e+29 0.000001 589.738010
7 1.7933e+28 1.1479e+28 0.000001 589.824068
8 1.0017e+28 1.7822e+27 0.000018 589.824758
