TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,6.6543e+29,5.8140e+28,5.9210e+29,8.4000e+27,6.7900e+27,3.5970e+28,2.2170e+28,3.2149e+29,2.7061e+29,4.6900e+27,3.7100e+27,3.5500e+27,3.2400e+27,7.2749e+07,6.3744e+05,1.3928e+09,1.5432e-05,6.5551e+07,6.2254e+05,6.6625e+05,6.6621e+05,8.7,89.0,1.3,1.0,6.6574e+29,6.4401e+29,2.0400e+28,1.3300e+27,2.4895e+28,0.0000e+00,96.7,3.1,0.2
1,6.6004e+29,5.7790e+28,5.8682e+29,8.6500e+27,6.7800e+27,3.5340e+28,2.2450e+28,3.1671e+29,2.7011e+29,4.7300e+27,3.9200e+27,3.2300e+27,3.5500e+27,7.2780e+07,6.4350e+05,1.5062e+09,1.3412e-05,6.4697e+07,6.1812e+05,6.6621e+05,6.6612e+05,8.8,88.9,1.3,1.0,6.6008e+29,6.3878e+29,1.9840e+28,1.4600e+27,2.4887e+28,0.0000e+00,96.8,3.0,0.2
2,6.6932e+29,5.6970e+28,5.9670e+29,8.8600e+27,6.7900e+27,3.4170e+28,2.2800e+28,3.2175e+29,2.7495e+29,5.0100e+27,3.8500e+27,3.3500e+27,3.4400e+27,7.2754e+07,6.3602e+05,1.3236e+09,1.1633e-05,6.3839e+07,5.9979e+05,6.6611e+05,6.6595e+05,8.5,89.2,1.3,1.0,6.6782e+29,6.4587e+29,2.0340e+28,1.6100e+27,2.4871e+28,0.0000e+00,96.7,3.0,0.2
3,6.6900e+29,5.8250e+28,5.9543e+29,8.5100e+27,6.8100e+27,3.6150e+28,2.2100e+28,3.1955e+29,2.7588e+29,4.5400e+27,3.9700e+27,3.6100e+27,3.2000e+27,7.2722e+07,6.3273e+05,1.7164e+09,1.0061e-05,6.3239e+07,5.9175e+05,6.6595e+05,6.6572e+05,8.7,89.0,1.3,1.0,6.6927e+29,6.4672e+29,2.1050e+28,1.5000e+27,2.5031e+28,0.0000e+00,96.6,3.1,0.2
4,6.5978e+29,5.7890e+28,5.8672e+29,8.3900e+27,6.7800e+27,3.5420e+28,2.2470e+28,3.1811e+29,2.6861e+29,4.6300e+27,3.7600e+27,3.2200e+27,3.5600e+27,7.2632e+07,5.7659e+05,1.4994e+09,8.7002e-06,6.3284e+07,5.4824e+05,6.6572e+05,6.6543e+05,8.8,88.9,1.3,1.0,6.6077e+29,6.4028e+29,1.9010e+28,1.4800e+27,2.4818e+28,0.0000e+00,96.9,2.9,0.2
5,6.5583e+29,5.7230e+28,5.8361e+29,8.2100e+27,6.7800e+27,3.4670e+28,2.2560e+28,3.1135e+29,2.7226e+29,4.7800e+27,3.4300e+27,3.5100e+27,3.2700e+27,7.2511e+07,5.6639e+05,1.2322e+09,7.5179e-06,6.2353e+07,5.5468e+05,6.6542e+05,6.6507e+05,8.7,89.0,1.3,1.0,6.5580e+29,6.3350e+29,2.0830e+28,1.4700e+27,2.4779e+28,0.0000e+00,96.6,3.2,0.2
6,6.4503e+29,5.6990e+28,5.7307e+29,8.1600e+27,6.8100e+27,3.5000e+28,2.1990e+28,3.0489e+29,2.6818e+29,4.2300e+27,3.9300e+27,3.3800e+27,3.4300e+27,7.2385e+07,6.3121e+05,1.3600e+09,6.5438e-06,6.1452e+07,5.3145e+05,6.6506e+05,6.6464e+05,8.8,88.8,1.3,1.1,6.4559e+29,6.2478e+29,1.9380e+28,1.4300e+27,2.4915e+28,0.0000e+00,96.8,3.0,0.2
7,6.5307e+29,5.8190e+28,5.7927e+29,8.8600e+27,6.7500e+27,3.5190e+28,2.3000e+28,3.0026e+29,2.7901e+29,4.7600e+27,4.1000e+27,3.2800e+27,3.4700e+27,7.2324e+07,5.9998e+05,1.5008e+09,5.6551e-06,6.0564e+07,5.4470e+05,6.6464e+05,6.6415e+05,8.9,88.7,1.4,1.0,6.5273e+29,6.3100e+29,2.0230e+28,1.5000e+27,2.4680e+28,0.0000e+00,96.7,3.1,0.2
8,6.4489e+29,5.6090e+28,5.7410e+29,7.8900e+27,6.8100e+27,3.4420e+28,2.1670e+28,2.9967e+29,2.7443e+29,4.2600e+27,3.6300e+27,3.2400e+27,3.5700e+27,7.2207e+07,6.3798e+05,1.4481e+09,4.9279e-06,5.9782e+07,6.0621e+05,6.6415e+05,6.6359e+05,8.7,89.0,1.2,1.1,6.4517e+29,6.2385e+29,1.9630e+28,1.6900e+27,2.4800e+28,0.0000e+00,96.7,3.0,0.3
9,6.4183e+29,5.7870e+28,5.6867e+29,8.4900e+27,6.8000e+27,3.5120e+28,2.2750e+28,3.0165e+29,2.6702e+29,4.4400e+27,4.0500e+27,3.4400e+27,3.3600e+27,7.2131e+07,6.7975e+05,1.2179e+09,4.2647e-06,5.9199e+07,6.0161e+05,6.6359e+05,6.6297e+05,9.0,88.6,1.3,1.1,6.4282e+29,6.2082e+29,2.0360e+28,1.6400e+27,2.4731e+28,0.0000e+00,96.6,3.2,0.3
