TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,7.0961e+29,1.0447e+29,5.8870e+29,9.6500e+27,6.7900e+27,6.6870e+28,3.7600e+28,3.2269e+29,2.6601e+29,5.4200e+27,4.2300e+27,3.5500e+27,3.2400e+27,1.6070e+28,2.6300e+27,1.2132e+08,1.6788e+06,1.2191e+09,4.1508e-06,7.1085e+07,7.3855e+05,6.6625e+05,6.6621e+05,14.7,83.0,1.4,1.0,7.0814e+29,6.8705e+29,1.9360e+28,1.7300e+27,2.4895e+28,0.0000e+00,97.0,2.7,0.2
1,7.1998e+29,1.0427e+29,5.9956e+29,9.3700e+27,6.7800e+27,6.6540e+28,3.7730e+28,3.2449e+29,2.7507e+29,5.2600e+27,4.1100e+27,3.2300e+27,3.5500e+27,1.5960e+28,2.3400e+27,1.2099e+08,1.6135e+06,1.3078e+09,3.6074e-06,7.0931e+07,6.8258e+05,6.6621e+05,6.6612e+05,14.5,83.3,1.3,0.9,7.2010e+29,6.9759e+29,2.0770e+28,1.7400e+27,2.4887e+28,0.0000e+00,96.9,2.9,0.2
2,7.0620e+29,1.0292e+29,5.8665e+29,9.8400e+27,6.7900e+27,6.5310e+28,3.7610e+28,3.1559e+29,2.7106e+29,5.3400e+27,4.5000e+27,3.3500e+27,3.4400e+27,1.6150e+28,2.6700e+27,1.2084e+08,1.5347e+06,1.3346e+09,3.1285e-06,6.9726e+07,6.3947e+05,6.6611e+05,6.6595e+05,14.6,83.1,1.4,1.0,7.0615e+29,6.8373e+29,2.0770e+28,1.6500e+27,2.4871e+28,0.0000e+00,96.8,2.9,0.2
3,7.0441e+29,1.0257e+29,5.8540e+29,9.6300e+27,6.8100e+27,6.4760e+28,3.7810e+28,3.1807e+29,2.6733e+29,5.3300e+27,4.3000e+27,3.6100e+27,3.2000e+27,1.6250e+28,2.5700e+27,1.2066e+08,1.5503e+06,1.2869e+09,2.7055e-06,6.8370e+07,5.9935e+05,6.6595e+05,6.6572e+05,14.6,83.1,1.4,1.0,7.0577e+29,6.8384e+29,2.0270e+28,1.6600e+27,2.5031e+28,0.0000e+00,96.9,2.9,0.2
4,6.9811e+29,1.0253e+29,5.7916e+29,9.6400e+27,6.7800e+27,6.3700e+28,3.8830e+28,3.1248e+29,2.6668e+29,5.2200e+27,4.4200e+27,3.2200e+27,3.5600e+27,1.5330e+28,2.7000e+27,1.2029e+08,1.6826e+06,1.3110e+09,2.3395e-06,6.7725e+07,5.9564e+05,6.6572e+05,6.6543e+05,14.7,83.0,1.4,1.0,6.9826e+29,6.7641e+29,2.0230e+28,1.6200e+27,2.4818e+28,0.0000e+00,96.9,2.9,0.2
5,7.0201e+29,1.0447e+29,5.8097e+29,9.7900e+27,6.7800e+27,6.6130e+28,3.8340e+28,3.1501e+29,2.6596e+29,5.6900e+27,4.1000e+27,3.5100e+27,3.2700e+27,1.6180e+28,2.5800e+27,1.2012e+08,1.5711e+06,1.3823e+09,2.0215e-06,6.6451e+07,6.7323e+05,6.6542e+05,6.6507e+05,14.9,82.8,1.4,1.0,7.0105e+29,6.7878e+29,2.0540e+28,1.7300e+27,2.4779e+28,0.0000e+00,96.8,2.9,0.2
6,7.0734e+29,1.0368e+29,5.8726e+29,9.5900e+27,6.8100e+27,6.4680e+28,3.9000e+28,3.1815e+29,2.6911e+29,5.4100e+27,4.1800e+27,3.3800e+27,3.4300e+27,1.6060e+28,2.1800e+27,1.2002e+08,1.5717e+06,1.2778e+09,1.7444e-06,6.5621e+07,6.6446e+05,6.6506e+05,6.6464e+05,14.7,83.0,1.4,1.0,7.0772e+29,6.8502e+29,2.0880e+28,1.8200e+27,2.4915e+28,0.0000e+00,96.8,3.0,0.3
7,6.9693e+29,1.0099e+29,5.7991e+29,9.2800e+27,6.7500e+27,6.3890e+28,3.7100e+28,3.1298e+29,2.6693e+29,5.1400e+27,4.1400e+27,3.2800e+27,3.4700e+27,1.5530e+28,2.2700e+27,1.1988e+08,1.7230e+06,1.4498e+09,1.5074e-06,6.4370e+07,7.1231e+05,6.6464e+05,6.6415e+05,14.5,83.2,1.3,1.0,6.9754e+29,6.7566e+29,1.9940e+28,1.9400e+27,2.4680e+28,0.0000e+00,96.9,2.9,0.3
8,6.9339e+29,1.0387e+29,5.7320e+29,9.5100e+27,6.8100e+27,6.5420e+28,3.8450e+28,3.0292e+29,2.7028e+29,5.4600e+27,4.0500e+27,3.2400e+27,3.5700e+27,1.6090e+28,2.3900e+27,1.1973e+08,1.6303e+06,1.4618e+09,1.3024e-06,6.3737e+07,7.0727e+05,6.6415e+05,6.6359e+05,15.0,82.7,1.4,1.0,6.9256e+29,6.7060e+29,2.0260e+28,1.7000e+27,2.4800e+28,0.0000e+00,96.8,2.9,0.2
9,7.1017e+29,1.0216e+29,5.9157e+29,9.6400e+27,6.8000e+27,6.3710e+28,3.8450e+28,3.1536e+29,2.7621e+29,5.0900e+27,4.5500e+27,3.4400e+27,3.3600e+27,1.5450e+28,2.0500e+27,1.1947e+08,1.7705e+06,1.2487e+09,1.1271e-06,6.3025e+07,6.7960e+05,6.6359e+05,6.6297e+05,14.4,83.3,1.4,1.0,7.1042e+29,6.8815e+29,2.0670e+28,1.6000e+27,2.4731e+28,0.0000e+00,96.9,2.9,0.2
