TAA_Bin,Gen_Total,Gen_PSD,Gen_TD,Gen_SWS,Gen_MMV,Gen_PSD_Dawn,Gen_PSD_Dusk,Gen_TD_Dawn,Gen_TD_Dusk,Gen_SWS_Dawn,Gen_SWS_Dusk,Gen_MMV_Dawn,Gen_MMV_Dusk,Gen_PSD_Dawn_Terminator,Gen_TD_Dawn_Terminator,Max_Flux_PSD,Min_Flux_PSD,Max_Flux_TD,Min_Flux_TD,Max_Flux_SWS,Min_Flux_SWS,Max_Flux_MMV,Min_Flux_MMV,Pct_PSD,Pct_TD,Pct_SWS,Pct_MMV,Loss_Total,Loss_Stuck,Loss_Ionized,Loss_Escaped,Supply_Internal,Trans_Inward,Pct_Stuck,Pct_Ionized,Pct_Escaped
0,5.9923e+29,0.0000e+00,5.9170e+29,7.4000e+26,6.7900e+27,0.0000e+00,0.0000e+00,3.1741e+29,2.7429e+29,3.4000e+26,4.0000e+26,3.5500e+27,3.2400e+27,0.0000e+00,4.3600e+27,0.0000e+00,0.0000e+00,1.4669e+09,3.0904e-05,6.9931e+06,4.2677e+04,6.6625e+05,6.6622e+05,0.0,98.7,0.1,1.1,6.0809e+29,5.9306e+29,1.4750e+28,2.8000e+26,2.4894e+28,0.0000e+00,97.5,2.4,0.0
1,5.2155e+29,0.0000e+00,5.1397e+29,8.0000e+26,6.7800e+27,0.0000e+00,0.0000e+00,2.6456e+29,2.4941e+29,4.6000e+26,3.4000e+26,3.2300e+27,3.5500e+27,0.0000e+00,3.3100e+27,0.0000e+00,0.0000e+00,1.5216e+09,3.0904e-05,7.0429e+06,5.1509e+04,6.6622e+05,6.6612e+05,0.0,98.5,0.2,1.3,5.2311e+29,5.1049e+29,1.2380e+28,2.4000e+26,2.4887e+28,0.0000e+00,97.6,2.4,0.0
2,4.9584e+29,0.0000e+00,4.8813e+29,9.2000e+26,6.7900e+27,0.0000e+00,0.0000e+00,2.4971e+29,2.3842e+29,5.0000e+26,4.2000e+26,3.3500e+27,3.4400e+27,0.0000e+00,3.3600e+27,0.0000e+00,0.0000e+00,1.4913e+09,3.0904e-05,7.1094e+06,5.7163e+04,6.6611e+05,6.6595e+05,0.0,98.4,0.2,1.4,4.9604e+29,4.8360e+29,1.2180e+28,2.6000e+26,2.4871e+28,0.0000e+00,97.5,2.5,0.1
3,4.9690e+29,0.0000e+00,4.8936e+29,7.3000e+26,6.8100e+27,0.0000e+00,0.0000e+00,2.4952e+29,2.3984e+29,4.6000e+26,2.7000e+26,3.6100e+27,3.2000e+27,0.0000e+00,2.6600e+27,0.0000e+00,0.0000e+00,1.5134e+09,3.0904e-05,7.1321e+06,7.0223e+04,6.6595e+05,6.6572e+05,0.0,98.5,0.1,1.4,4.9723e+29,4.8504e+29,1.1950e+28,2.4000e+26,2.5031e+28,0.0000e+00,97.5,2.4,0.0
4,4.8432e+29,0.0000e+00,4.7684e+29,7.0000e+26,6.7800e+27,0.0000e+00,0.0000e+00,2.4037e+29,2.3647e+29,4.0000e+26,3.0000e+26,3.2200e+27,3.5600e+27,0.0000e+00,2.2400e+27,0.0000e+00,0.0000e+00,1.6194e+09,3.0904e-05,7.0041e+06,6.8551e+04,6.6572e+05,6.6543e+05,0.0,98.5,0.1,1.4,4.8350e+29,4.7216e+29,1.1130e+28,2.1000e+26,2.4818e+28,0.0000e+00,97.7,2.3,0.0
5,4.9418e+29,0.0000e+00,4.8660e+29,8.0000e+26,6.7800e+27,0.0000e+00,0.0000e+00,2.4580e+29,2.4080e+29,4.3000e+26,3.7000e+26,3.5100e+27,3.2700e+27,0.0000e+00,2.1400e+27,0.0000e+00,0.0000e+00,1.4443e+09,3.0904e-05,6.9543e+06,8.8929e+04,6.6542e+05,6.6507e+05,0.0,98.5,0.2,1.4,4.9451e+29,4.8249e+29,1.1720e+28,3.0000e+26,2.4779e+28,0.0000e+00,97.6,2.4,0.1
6,4.9218e+29,0.0000e+00,4.8456e+29,8.1000e+26,6.8100e+27,0.0000e+00,0.0000e+00,2.4479e+29,2.3977e+29,3.7000e+26,4.4000e+26,3.3800e+27,3.4300e+27,0.0000e+00,2.1300e+27,0.0000e+00,0.0000e+00,1.6470e+09,3.0904e-05,6.9078e+06,8.2054e+04,6.6506e+05,6.6464e+05,0.0,98.5,0.2,1.4,4.9238e+29,4.8066e+29,1.1510e+28,2.1000e+26,2.4915e+28,0.0000e+00,97.6,2.3,0.0
7,4.8610e+29,0.0000e+00,4.7830e+29,1.0500e+27,6.7500e+27,0.0000e+00,0.0000e+00,2.3725e+29,2.4105e+29,5.2000e+26,5.3000e+26,3.2800e+27,3.4700e+27,0.0000e+00,1.7300e+27,0.0000e+00,0.0000e+00,1.4936e+09,3.0904e-05,6.9225e+06,8.8091e+04,6.6464e+05,6.6415e+05,0.0,98.4,0.2,1.4,4.8593e+29,4.7363e+29,1.1970e+28,3.3000e+26,2.4680e+28,0.0000e+00,97.5,2.5,0.1
8,5.0271e+29,0.0000e+00,4.9512e+29,7.8000e+26,6.8100e+27,0.0000e+00,0.0000e+00,2.4394e+29,2.5118e+29,4.6000e+26,3.2000e+26,3.2400e+27,3.5700e+27,0.0000e+00,1.9700e+27,0.0000e+00,0.0000e+00,1.4564e+09,3.0904e-05,6.9668e+06,9.7169e+04,6.6415e+05,6.6359e+05,0.0,98.5,0.2,1.4,5.0140e+29,4.8938e+29,1.1720e+28,3.0000e+26,2.4800e+28,0.0000e+00,97.6,2.3,0.1
9,4.9679e+29,0.0000e+00,4.8903e+29,9.6000e+26,6.8000e+27,0.0000e+00,0.0000e+00,2.3872e+29,2.5031e+29,5.8000e+26,3.8000e+26,3.4400e+27,3.3600e+27,0.0000e+00,1.9400e+27,0.0000e+00,0.0000e+00,1.4662e+09,6.1808e-05,6.9370e+06,1.0069e+05,6.6359e+05,6.6297e+05,0.0,98.4,0.2,1.4,4.9705e+29,4.8491e+29,1.1810e+28,3.3000e+26,2.4731e+28,0.0000e+00,97.6,2.4,0.1
