TAA_Bin,Band_Index,EffCos_Lo,EffCos_Hi,Gen_PSD_Dawn,Gen_TD_Dawn,Gen_PSD_Dusk,Gen_TD_Dusk,Stock_Dawn,Stock_Dusk,Step_Count
0,0,0.0000,0.0500,0.0000e+00,2.1000e+26,0.0000e+00,4.0000e+25,3.1880e+32,6.6439e+31,136
0,1,0.0500,0.1000,0.0000e+00,9.5000e+26,0.0000e+00,2.3000e+26,6.0136e+31,1.3490e+31,136
0,2,0.1000,0.2000,0.0000e+00,6.8500e+27,0.0000e+00,2.8200e+27,6.9629e+31,2.1475e+31,136
0,3,0.2000,0.3500,0.0000e+00,2.0910e+28,0.0000e+00,1.2230e+28,3.1714e+31,1.6735e+31,136
0,4,0.3500,0.5500,0.0000e+00,5.0720e+28,0.0000e+00,4.1170e+28,1.3150e+31,9.8445e+30,136
0,5,0.5500,1.0100,0.0000e+00,2.3777e+29,0.0000e+00,2.1780e+29,6.5704e+30,5.9646e+30,136
1,0,0.0000,0.0500,0.0000e+00,2.2000e+26,0.0000e+00,7.0000e+25,3.1892e+32,6.6486e+31,136
1,1,0.0500,0.1000,0.0000e+00,7.2000e+26,0.0000e+00,2.6000e+26,6.0178e+31,1.3526e+31,136
1,2,0.1000,0.2000,0.0000e+00,4.9600e+27,0.0000e+00,2.0900e+27,6.9759e+31,2.1629e+31,136
1,3,0.2000,0.3500,0.0000e+00,1.3910e+28,0.0000e+00,9.6500e+27,3.1882e+31,1.6940e+31,136
1,4,0.3500,0.5500,0.0000e+00,3.9050e+28,0.0000e+00,3.3700e+28,1.3410e+31,1.0176e+31,136
1,5,0.5500,1.0100,0.0000e+00,2.0570e+29,0.0000e+00,2.0364e+29,7.0101e+30,6.4388e+30,136
2,0,0.0000,0.0500,0.0000e+00,1.8000e+26,0.0000e+00,8.0000e+25,3.1902e+32,6.6524e+31,136
2,1,0.0500,0.1000,0.0000e+00,8.7000e+26,0.0000e+00,3.2000e+26,6.0216e+31,1.3565e+31,136
2,2,0.1000,0.2000,0.0000e+00,4.5300e+27,0.0000e+00,1.7500e+27,6.9841e+31,2.1714e+31,136
2,3,0.2000,0.3500,0.0000e+00,1.3490e+28,0.0000e+00,8.1400e+27,3.2036e+31,1.7111e+31,136
2,4,0.3500,0.5500,0.0000e+00,3.5420e+28,0.0000e+00,3.2610e+28,1.3614e+31,1.0525e+31,136
2,5,0.5500,1.0100,0.0000e+00,1.9522e+29,0.0000e+00,1.9552e+29,7.4739e+30,6.9445e+30,136
3,0,0.0000,0.0500,0.0000e+00,2.2000e+26,0.0000e+00,1.4000e+26,3.2147e+32,6.7065e+31,137
3,1,0.0500,0.1000,0.0000e+00,6.2000e+26,0.0000e+00,2.4000e+26,6.0705e+31,1.3696e+31,137
3,2,0.1000,0.2000,0.0000e+00,3.6200e+27,0.0000e+00,1.3100e+27,7.0498e+31,2.1947e+31,137
3,3,0.2000,0.3500,0.0000e+00,1.1840e+28,0.0000e+00,8.0400e+27,3.2448e+31,1.7397e+31,137
3,4,0.3500,0.5500,0.0000e+00,3.2880e+28,0.0000e+00,2.9650e+28,1.3977e+31,1.0877e+31,137
3,5,0.5500,1.0100,0.0000e+00,2.0034e+29,0.0000e+00,2.0046e+29,7.9814e+30,7.3942e+30,137
4,0,0.0000,0.0500,0.0000e+00,1.3000e+26,0.0000e+00,7.0000e+25,3.1919e+32,6.6625e+31,136
4,1,0.0500,0.1000,0.0000e+00,5.6000e+26,0.0000e+00,1.9000e+26,6.0286e+31,1.3624e+31,136
4,2,0.1000,0.2000,0.0000e+00,3.1400e+27,0.0000e+00,1.5000e+27,7.0044e+31,2.1859e+31,136
4,3,0.2000,0.3500,0.0000e+00,1.0780e+28,0.0000e+00,7.4400e+27,3.2645e+31,1.7451e+31,136
4,4,0.3500,0.5500,0.0000e+00,3.1110e+28,0.0000e+00,3.0530e+28,1.3873e+31,1.1110e+31,136
4,5,0.5500,1.0100,0.0000e+00,1.9465e+29,0.0000e+00,1.9674e+29,8.3267e+30,7.7504e+30,136
5,0,0.0000,0.0500,0.0000e+00,1.1000e+26,0.0000e+00,1.2000e+26,3.1927e+32,6.6674e+31,136
5,1,0.0500,0.1000,0.0000e+00,6.2000e+26,0.0000e+00,2.0000e+26,6.3906e+31,1.3639e+31,136
5,2,0.1000,0.2000,0.0000e+00,2.7900e+27,0.0000e+00,1.5800e+27,6.6767e+31,2.1946e+31,136
5,3,0.2000,0.3500,0.0000e+00,1.0700e+28,0.0000e+00,7.2300e+27,3.2717e+31,1.7613e+31,136
5,4,0.3500,0.5500,0.0000e+00,2.9600e+28,0.0000e+00,3.0050e+28,1.3991e+31,1.1447e+31,136
5,5,0.5500,1.0100,0.0000e+00,2.0198e+29,0.0000e+00,2.0162e+29,8.8147e+30,8.1786e+30,136
6,0,0.0000,0.0500,0.0000e+00,1.9000e+26,0.0000e+00,8.0000e+25,3.2171e+32,6.7220e+31,137
6,1,0.0500,0.1000,0.0000e+00,5.2000e+26,0.0000e+00,1.6000e+26,6.4762e+31,1.3222e+31,137
6,2,0.1000,0.2000,0.0000e+00,3.1100e+27,0.0000e+00,1.6400e+27,6.7883e+31,2.2758e+31,137
6,3,0.2000,0.3500,0.0000e+00,8.9600e+27,0.0000e+00,7.5000e+27,3.2204e+31,1.7959e+31,137
6,4,0.3500,0.5500,0.0000e+00,3.0520e+28,0.0000e+00,3.0510e+28,1.4375e+31,1.1854e+31,137
6,5,0.5500,1.0100,0.0000e+00,2.0149e+29,0.0000e+00,1.9988e+29,9.3243e+30,8.6689e+30,137
7,0,0.0000,0.0500,0.0000e+00,1.0000e+26,0.0000e+00,9.0000e+25,3.1945e+32,6.6771e+31,136
7,1,0.0500,0.1000,0.0000e+00,5.7000e+26,0.0000e+00,2.0000e+26,6.4314e+31,1.2944e+31,136
7,2,0.1000,0.2000,0.0000e+00,2.4700e+27,0.0000e+00,1.4900e+27,6.7450e+31,2.2894e+31,136
7,3,0.2000,0.3500,0.0000e+00,8.8400e+27,0.0000e+00,6.8200e+27,3.2094e+31,1.8037e+31,136
7,4,0.3500,0.5500,0.0000e+00,2.9610e+28,0.0000e+00,2.8090e+28,1.4581e+31,1.2055e+31,136
7,5,0.5500,1.0100,0.0000e+00,1.9566e+29,0.0000e+00,2.0436e+29,9.5303e+30,9.0454e+30,136
8,0,0.0000,0.0500,0.0000e+00,1.1000e+26,0.0000e+00,8.0000e+25,3.2187e+32,6.6991e+31,137
8,1,0.0500,0.1000,0.0000e+00,5.2000e+26,0.0000e+00,1.5000e+26,6.4803e+31,1.3385e+31,137
8,2,0.1000,0.2000,0.0000e+00,2.7100e+27,0.0000e+00,1.4100e+27,6.8037e+31,2.3172e+31,137
8,3,0.2000,0.3500,0.0000e+00,9.5800e+27,0.0000e+00,7.2100e+27,3.2548e+31,1.8359e+31,137
8,4,0.3500,0.5500,0.0000e+00,2.9180e+28,0.0000e+00,2.8920e+28,1.5038e+31,1.2438e+31,137
8,5,0.5500,1.0100,0.0000e+00,2.0184e+29,0.0000e+00,2.1341e+29,9.9261e+30,9.5752e+30,137
9,0,0.0000,0.0500,0.0000e+00,5.0000e+25,0.0000e+00,1.0000e+26,3.2194e+32,6.5560e+31,137
9,1,0.0500,0.1000,0.0000e+00,6.3000e+26,0.0000e+00,1.9000e+26,6.4831e+31,1.4876e+31,137
9,2,0.1000,0.2000,0.0000e+00,2.6600e+27,0.0000e+00,1.3500e+27,6.8642e+31,2.3264e+31,137
9,3,0.2000,0.3500,0.0000e+00,9.3600e+27,0.0000e+00,6.7800e+27,3.2246e+31,1.8564e+31,137
9,4,0.3500,0.5500,0.0000e+00,3.0290e+28,0.0000e+00,3.0180e+28,1.5403e+31,1.2854e+31,137
9,5,0.5500,1.0100,0.0000e+00,1.9573e+29,0.0000e+00,2.1171e+29,1.0272e+31,1.0060e+31,137
10,0,0.0000,0.0500,0.0000e+00,1.2000e+26,0.0000e+00,9.0000e+25,3.2202e+32,6.5005e+31,137
10,1,0.0500,0.1000,0.0000e+00,5.3000e+26,0.0000e+00,2.1000e+26,6.4867e+31,1.5489e+31,137
10,2,0.1000,0.2000,0.0000e+00,2.4500e+27,0.0000e+00,1.0800e+27,6.9635e+31,2.3366e+31,137
10,3,0.2000,0.3500,0.0000e+00,7.4400e+27,0.0000e+00,6.9300e+27,3.1488e+31,1.8805e+31,137
10,4,0.3500,0.5500,0.0000e+00,3.1140e+28,0.0000e+00,3.1370e+28,1.5821e+31,1.3288e+31,137
10,5,0.5500,1.0100,0.0000e+00,2.0601e+29,0.0000e+00,2.0872e+29,1.0658e+31,1.0434e+31,137
11,0,0.0000,0.0500,0.0000e+00,1.7000e+26,0.0000e+00,4.0000e+25,3.2209e+32,6.4009e+31,137
